,covers_id,amazon_id,covers_title,amazon_title,similarity_score,covers_isbn,amazon_isbn,is_match
78,Covers_7577,Amazon_11768,On the Banks of Plum Creek,On the Banks of Plum Creek,1.0000000000000002,9780064400046,9780064400046,True
79,Covers_2880,Amazon_3437,I Have Lived A Thousand Years: Growing Up In The Holocaust,I Have Lived A Thousand Years: Growing up in the Holocaust,1.0,9780689823954,9780689823954,True
80,Covers_7315,Amazon_8001,Le Petit Nicolas,Le petit Nicolas,1.0,9782070364237,9782070364237,True
81,Covers_2793,Amazon_19953,Montessori: A Modern Approach,Montessori A Modern Approach,1.0000000000000002,9780805209204,9780805209204,True
82,Covers_3169,Amazon_13649,Chakra Clearing,Chakra Clearing,1.0,9781561705665,9781561705665,True
83,Covers_6031,Amazon_6813,The Complete Manual of Woodworking,The Complete Manual of Woodworking,1.0000000000000002,9780679766117,9780679766117,True
84,Covers_2876,Amazon_7894,A Poetry Handbook,Poetry Handbook,1.0,9780156724005,9780156724005,True
85,Covers_8037,Amazon_16394,The Abolition of Man,The Abolition of Man,1.0,9780060652944,9780060652944,True
86,Covers_1355,Amazon_999,Where Did I Come from,Where Did I Come From?,1.0,9780818402531,9780818402531,True
87,Covers_5897,Amazon_942,Meditation Made Easy,Meditation Made Easy,1.0,9780062515421,9780062515421,True
88,Covers_8132,Amazon_5037,The Cat in the Hat,The Cat in the Hat,1.0000000000000002,9780394800011,9780394800011,True
89,Covers_308,Amazon_17406,Again The Magic,Again the Magic,1.0,9780380811083,9780380811083,True
90,Covers_7769,Amazon_18262,Revelation Space,Revelation Space,1.0000000000000002,9780441009428,9780441009428,True
91,Covers_6203,Amazon_8380,Writing the Breakout Novel,Writing the Breakout Novel,1.0000000000000002,9781582971827,9781582971827,True
92,Covers_7356,Amazon_20961,Little House on the Prairie,Little House on the Prairie,1.0,9780064400022,9780064400022,True
93,Covers_6204,Amazon_1606,"Quantum Theory, A Very Short Introduction",Quantum Theory: A Very Short Introduction,1.0000000000000002,9780192802521,9780192802521,True
94,Covers_5114,Amazon_2288,Drawing for the Artistically Undiscovered,Drawing for the Artistically Undiscovered,1.0,9781570543203,9781570543203,True
95,Covers_512,Amazon_17656,The Twilight Before Christmas,The Twilight Before Christmas,1.0000000000000002,9780743476287,9780743476287,True
96,Covers_739,Amazon_15024,A Doll's House,A Doll's House,1.0,9780486270623,9780486270623,True
97,Covers_3206,Amazon_105,Breaking the Vicious Cycle: Intestinal Health Through Diet,"Breaking the vicious cycle, Intestinal health through diet",1.0,9780969276814,9780969276814,True
98,Covers_8227,Amazon_7215,The English Assassin,The English Assassin,1.0,9780451208187,9780451208187,True
99,Covers_1,Amazon_7614,Purity in Death,Purity in Death,1.0,9780425186305,9780425186305,True
100,Covers_291,Amazon_6973,House of Leaves,House of Leaves,1.0000000000000002,9780375703768,9780375703768,True
101,Covers_7009,Amazon_1737,Future Shock,Future Shock,1.0,9780553277371,9780553277371,True
102,Covers_1913,Amazon_1204,Are You My Mother?,Are You My Mother?,1.0000000000000002,9780394800189,9780394800189,True
103,Covers_5259,Amazon_11924,Landscape And Memory,Landscape and Memory,1.0000000000000002,9780679735120,9780679735120,True
104,Covers_8597,Amazon_8807,The Story of the Trapp Family Singers,The Story of the Trapp Family Singers,1.0,9780060005771,9780060005771,True
105,Covers_435,Amazon_12064,Genesis Revisited,Genesis Revisited,1.0,9780380761593,9780380761593,True
106,Covers_1063,Amazon_8805,Puckoon,Puckoon,1.0,9780140023749,9780140023749,True
107,Covers_6389,Amazon_4725,"Alexander And The Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",1.0000000000000002,9780689711732,9780689711732,True
108,Covers_1237,Amazon_16094,On Becoming a Novelist,On Becoming a Novelist,1.0,9780393320039,9780393320039,True
109,Covers_8364,Amazon_10723,"The League of Extraordinary Gentlemen, Vol. 1","The League Of Extraordinary Gentlemen, Vol. 1",1.0000000000000002,9781563898587,9781563898587,True
110,Covers_7939,Amazon_132,Spiritual Midwifery,Spiritual Midwifery,1.0,9781570671043,9781570671043,True
111,Covers_3175,Amazon_13816,WISDOM OF FLORENCE SCOVEL SHINN,Wisdom of Florence Scovel Shinn,1.0,9780671682286,9780671682286,True
112,Covers_8011,Amazon_20984,Tales of a Fourth Grade Nothing,Tales of a Fourth Grade Nothing,1.0,9780425193792,9780425193792,True
113,Covers_3135,Amazon_11842,Marine Sniper: 93 Confirmed Kills,Marine Sniper: 93 Confirmed Kills,1.0,9780425103555,9780425103555,True
114,Covers_8422,Amazon_8128,The Mother Tongue,The Mother Tongue,1.0000000000000002,9780380715435,9780380715435,True
115,Covers_2066,Amazon_11626,Diplomacy,Diplomacy,1.0,9780671510992,9780671510992,True
116,Covers_638,Amazon_21015,Destination Moon (The Adventures of Tintin),The Adventures of Tintin: Destination Moon,1.0000000000000002,9780316358453,9780316358453,True
117,Covers_5984,Amazon_19954,Roxaboxen,Roxaboxen,1.0,9780060526337,9780060526337,True
118,Covers_5456,Amazon_12516,The History of Underclothes,The History of Underclothes,1.0,9780486271248,9780486271248,True
119,Covers_5316,Amazon_1711,We Have Never Been Modern,We Have Never Been Modern,1.0,9780674948396,9780674948396,True
120,Covers_7405,Amazon_12115,Making Faces,Making Faces,1.0,9780316286855,9780316286855,True
121,Covers_6800,Amazon_116,Dibs in Search of Self,Dibs in Search of Self,1.0,9780345339256,9780345339256,True
122,Covers_4716,Amazon_14168,The Complete Herbal Handbook for the Dog and Cat,The Complete Herbal Handbook for the Dog and Cat,1.0,9780571161157,9780571161157,True
123,Covers_3576,Amazon_10774,300,300,1.0,9781569714027,9781569714027,True
124,Covers_5397,Amazon_11765,Devil's Guard,Devil's Guard,1.0,9780440120148,9780440120148,True
125,Covers_909,Amazon_10591,Calvin and Hobbes,Calvin and Hobbes,1.0,9780836220889,9780836220889,True
126,Covers_1398,Amazon_7491,Rapture in Death,Rapture in Death,1.0,9780425155189,9780425155189,True
127,Covers_7278,Amazon_7344,Kim,Kim,1.0,9781853260995,9781853260995,True
128,Covers_5987,Amazon_12828,Color Me Beautiful,Color ME Beautiful,1.0000000000000002,9780345345882,9780345345882,True
129,Covers_1113,Amazon_20710,The Egg and I,The Egg and I,1.0,9780060914288,9780060914288,True
130,Covers_7674,Amazon_14356,Poppy,Poppy,1.0,9780380727698,9780380727698,True
131,Covers_8250,Amazon_11761,The First World War,The First World War,1.0,9780375700453,9780375700453,True
132,Covers_5113,Amazon_12509,Permaculture in a Nutshell,Permaculture in a Nutshell,1.0,9781856230032,9781856230032,True
133,Covers_5325,Amazon_1093,New and Selected Poems : Volume One,"New And Selected Poems, Volume One",1.0000000000000002,9780807068779,9780807068779,True
134,Covers_2583,Amazon_16287,The Cost of Discipleship,The Cost of Discipleship,1.0,9780684815008,9780684815008,True
135,Covers_7192,Amazon_7449,Ice Station,Ice Station,1.0,9780312971236,9780312971236,True
136,Covers_1132,Amazon_8851,Seinlanguage,Seinlanguage,1.0,9780553569155,9780553569155,True
137,Covers_7960,Amazon_6393,Stitch 'N Bitch: The Knitter's Handbook,Stitch 'n Bitch: The Knitter's Handbook,1.0000000000000002,9780761128182,9780761128182,True
138,Covers_4555,Amazon_15117,Dark Night of the Soul,Dark Night of the Soul,1.0,9780486426938,9780486426938,True
139,Covers_7252,Amazon_16526,"Jesus I Never Knew, The",The Jesus I Never Knew,1.0,9780310219231,9780310219231,True
140,Covers_1193,Amazon_11970,The Fran Lebowitz Reader,The Fran Lebowitz Reader,1.0000000000000002,9780679761808,9780679761808,True
141,Covers_5974,Amazon_16093,Islam for Dummies,Islam For Dummies,1.0,9780764555039,9780764555039,True
142,Covers_2224,Amazon_2214,"Story: Substance, Structure, Style and The Principles of Screenwriting","Story: Substance, Structure, Style, and the Principles of Screenwriting",1.0000000000000002,9780060391683,9780060391683,True
143,Covers_6865,Amazon_17516,Emily's Quest,Emily's Quest,1.0000000000000002,9780553264937,9780553264937,True
144,Covers_4981,Amazon_2650,Today I Feel Silly: And Other Moods That Make My Day,"Today I Feel Silly, and Other Moods That Make My Day",1.0,9780060245603,9780060245603,True
145,Covers_6761,Amazon_17215,Dawn on a Distant Shore,Dawn on a Distant Shore,1.0,9780553578553,9780553578553,True
146,Covers_593,Amazon_11025,Teach Your Child to Read in 100 Easy Lessons,Teach Your Child to Read in 100 Easy Lessons,1.0,9780671631987,9780671631987,True
147,Covers_4983,Amazon_4901,The Jolly Postman,The Jolly Postman,1.0,9780316126441,9780316126441,True
148,Covers_7145,Amazon_7773,House of Cards,House of Cards,1.0,9780006176909,9780006176909,True
149,Covers_1007,Amazon_21305,The Blue Lotus (The Adventures of Tintin),The Adventures of Tintin: The Blue Lotus,1.0000000000000002,9780316358569,9780316358569,True
150,Covers_639,Amazon_11942,Bill Bryson's African Diary,Bill Bryson's African Diary,1.0,9780767915069,9780767915069,True
151,Covers_8232,Amazon_21983,The Extraordinary Voyage of Pytheas the Greek,The Extraordinary Voyage of Pytheas the Greek,1.0000000000000002,9780142002544,9780142002544,True
152,Covers_7217,Amazon_3408,In a Sunburned Country,In A Sunburned Country,1.0,9780767903868,9780767903868,True
153,Covers_6455,Amazon_2440,Arcadia,Arcadia,1.0,9780571169344,9780571169344,True
154,Covers_4832,Amazon_12563,The Complete Book of Bonsai,The Complete Book of Bonsai,1.0000000000000002,9781558591189,9781558591189,True
155,Covers_4470,Amazon_11308,New Active Birth,New Active Birth,1.0,9780722525661,9780722525661,True
156,Covers_5348,Amazon_14605,The Life of Mammals,The Life of Mammals,1.0,9780691113241,9780691113241,True
157,Covers_1871,Amazon_22280,City of Djinns,City of Djinns,1.0000000000000002,9780006375951,9780006375951,True
158,Covers_4500,Amazon_19433,The Yoga Deck,The Yoga Deck,1.0000000000000002,9780811828895,9780811828895,True
159,Covers_3835,Amazon_12199,The Mini Zen Gardening Kit,The Mini Zen Gardening Kit,1.0000000000000002,9780762408283,9780762408283,True
160,Covers_8828,Amazon_16539,What the Buddha Taught,What the Buddha Taught,1.0,9780802130310,9780802130310,True
161,Covers_1821,Amazon_15017,"Three Theban Plays, The",The Three Theban Plays,1.0,9780140444254,9780140444254,True
162,Covers_7387,Amazon_4404,Love You Forever,Love You Forever,1.0,9780920668375,9780920668375,True
163,Covers_3034,Amazon_13679,Exploring the World of Lucid Dreaming,Exploring The World Of Lucid Dreaming,1.0000000000000004,9780345374103,9780345374103,True
164,Covers_186,Amazon_8004,Der Vorleser,Der Vorleser,1.0000000000000002,9783257229530,9783257229530,True
165,Covers_8794,Amazon_7477,Violets Are Blue,Violets Are Blue,1.0,9780446611213,9780446611213,True
166,Covers_2133,Amazon_7574,Glory in Death,Glory in Death,1.0000000000000002,9780425150986,9780425150986,True
167,Covers_8778,Amazon_1934,Understanding Comics,Understanding Comics,1.0000000000000002,9780060976255,9780060976255,True
168,Covers_4985,Amazon_20034,Quiet Loud,Quiet Loud,1.0,9780763619527,9780763619527,True
169,Covers_5633,Amazon_9716,The Cake Bible,The Cake Bible,1.0,9780688044022,9780688044022,True
170,Covers_5123,Amazon_15521,"Burning in Water, Drowning in Flame","Burning in Water, Drowning in Flame",1.0,9780876851913,9780876851913,True
171,Covers_8166,Amazon_7287,The Confessor,The Confessor,1.0,9780451211484,9780451211484,True
172,Covers_5509,Amazon_15061,The Collected Poems of W. B. Yeats,The Collected Poems of W.B. Yeats,1.0,9781853264542,9781853264542,True
173,Covers_5542,Amazon_11419,Yoga The Spirit And Practice Of Moving Into Stillness,Yoga The Spirit And Practice Of Moving Into Stillness,1.0000000000000002,9780671534806,9780671534806,True
174,Covers_8802,Amazon_14150,Walden and Other Writings,Walden And Other Writings,1.0,9780553212464,9780553212464,True
175,Covers_427,Amazon_5114,Moo Baa La La La,"Moo, Baa, La La La!",1.0000000000000002,9780671449018,9780671449018,True
176,Covers_3120,Amazon_2217,Sanford Meisner on Acting,Sanford Meisner On Acting,1.0000000000000002,9780394750590,9780394750590,True
177,Covers_1923,Amazon_18048,High Rise,High-Rise,1.0,9780586044568,9780586044568,True
178,Covers_4781,Amazon_22691,Essential French Grammar,Essential French Grammar,1.0000000000000004,9780486204192,9780486204192,True
179,Covers_7001,Amazon_20797,Frindle,Frindle,1.0,9780689818769,9780689818769,True
180,Covers_258,Amazon_8019,Becoming a Writer,Becoming a Writer,1.0000000000000002,9780874771640,9780874771640,True
181,Covers_2339,Amazon_22495,Here Is New York,Here Is New York,1.0000000000000002,9781892145024,9781892145024,True
182,Covers_4675,Amazon_8835,A Practical Handbook for the Actor,A Practical Handbook For The Actor,1.0000000000000002,9780394744124,9780394744124,True
183,Covers_615,Amazon_509,Healing the Child Within,Healing the Child Within,1.0000000000000002,9780932194404,9780932194404,True
184,Covers_8552,Amazon_1193,The Secret Life of Plants,The Secret Life of Plants,1.0,9780060915872,9780060915872,True
185,Covers_3779,Amazon_19545,Changing for Good,Changing for Good,1.0,9780380725724,9780380725724,True
186,Covers_5272,Amazon_3039,The Seven Storey Mountain,The Seven Storey Mountain,1.0,9780156010863,9780156010863,True
187,Covers_3270,Amazon_3710,Economics in One Lesson,Economics In One Lesson,1.0,9780517548233,9780517548233,True
188,Covers_8655,Amazon_4351,The Very Hungry Caterpillar,The Very Hungry Caterpillar,1.0000000000000002,9780241003008,9780241003008,True
189,Covers_4162,Amazon_18434,Stick and Rudder: An Explanation of the Art of Flying,Stick and Rudder: An Explanation of the Art of Flying,1.0,9780070362406,9780070362406,True
190,Covers_5156,Amazon_455,The Primal Wound: Understanding the Adopted Child,The Primal Wound: Understanding the Adopted Child,1.0,9780963648006,9780963648006,True
191,Covers_4604,Amazon_3683,High Output Management,High Output Management,1.0,9780679762881,9780679762881,True
192,Covers_6288,Amazon_7587,A Dangerous Fortune,A Dangerous Fortune,1.0,9780440217497,9780440217497,True
193,Covers_4429,Amazon_10527,Crisis on Infinite Earths,Crisis on Infinite Earths,1.0000000000000002,9781563897504,9781563897504,True
194,Covers_4970,Amazon_5303,Design Patterns,Design Patterns,1.0000000000000002,9780201633610,9780201633610,True
195,Covers_6633,Amazon_3762,Capitalism and Freedom,Capitalism and Freedom,1.0000000000000004,9780226264219,9780226264219,True
196,Covers_5373,Amazon_15798,The New Penguin Atlas of Medieval History,The New Penguin Atlas of Medieval History,1.0000000000000004,9780140512496,9780140512496,True
197,Covers_1626,Amazon_13666,Wisdom from the Four Agreements,Wisdom from the Four Agreements,1.0000000000000002,9780880889902,9780880889902,True
198,Covers_1068,Amazon_7679,Reunion in Death,Reunion in Death,1.0,9780425183977,9780425183977,True
199,Covers_6181,Amazon_8491,Essential Dutch Grammar,Essential Dutch Grammar,1.0000000000000002,9780486246758,9780486246758,True
200,Covers_3859,Amazon_6599,New Comprehensive A-Z Crossword Dictionary,New Comprehensive A-Z Crossword Dictionary,1.0000000000000004,9780380724253,9780380724253,True
201,Covers_8617,Amazon_17057,The Thorn Birds,The Thorn Birds,1.0,9780380018178,9780380018178,True
202,Covers_6971,Amazon_21095,Flipped,Flipped,1.0,9780375825446,9780375825446,True
203,Covers_811,Amazon_15388,The Iliad and The Odyssey,The Iliad and the Odyssey,1.0000000000000002,9781840221176,9781840221176,True
204,Covers_3413,Amazon_20508,"Soldat: Reflections of a German Soldier, 1936-1949","Soldat: Reflections of a German Soldier, 1936-1949",1.0000000000000002,9780440215264,9780440215264,True
205,Covers_5376,Amazon_15062,The World's Wife,The World's Wife,1.0000000000000002,9780330372220,9780330372220,True
206,Covers_810,Amazon_4619,The Butterfly Lion,The Butterfly Lion,1.0,9780006751038,9780006751038,True
207,Covers_5340,Amazon_6576,Magic Eye Gallery: A Showing Of 88 Images,Magic Eye Gallery: A Showing of 88 Images,1.0000000000000002,9780836270440,9780836270440,True
208,Covers_2342,Amazon_18085,The bookshop,The Bookshop,1.0,9780006543541,9780006543541,True
209,Covers_1648,Amazon_5247,Hattie And The Fox,Hattie and the Fox,1.0,9780689716119,9780689716119,True
210,Covers_2299,Amazon_5117,The Wonderful Wizard of Oz: A Commemorative Pop-up,The Wonderful Wizard of Oz: a Commemorative Pop-up,1.0,9780689817519,9780689817519,True
211,Covers_7165,Amazon_17736,Hyperion,Hyperion,1.0,9780553283686,9780553283686,True
212,Covers_8281,Amazon_4528,The Giving Tree,The Giving Tree,1.0000000000000002,9780060256654,9780060256654,True
213,Covers_2388,Amazon_15338,"Glad Monster, Sad Monster","Glad Monster, Sad Monster",1.0,9780316573955,9780316573955,True
214,Covers_857,Amazon_16514,The Little Book of Calm,The Little Book of Calm,1.0000000000000002,9780140260656,9780140260656,True
215,Covers_8646,Amazon_7467,The Unlikely Spy,The Unlikely Spy,1.0,9780451209306,9780451209306,True
216,Covers_5062,Amazon_700,Scientific Healing Affirmations,Scientific Healing Affirmations,1.0,9780876121443,9780876121443,True
217,Covers_1590,Amazon_7599,Immortal in Death,Immortal in Death,1.0,9780425153789,9780425153789,True
218,Covers_5902,Amazon_18786,Women's Strength Training Anatomy,Women's Strength Training Anatomy,1.0,9780736048132,9780736048132,True
219,Covers_3727,Amazon_11407,Boundaries in Dating,Boundaries in Dating,1.0,9780310200345,9780310200345,True
220,Covers_8079,Amazon_7784,The Big Bad Wolf,The Big Bad Wolf,1.0,9780446610223,9780446610223,True
221,Covers_6629,Amazon_17555,Candy,Candy,1.0,9780345423870,9780345423870,True
222,Covers_1322,Amazon_2300,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,1.0000000000000002,9780451158710,9780451158710,True
223,Covers_6340,Amazon_15176,A Raisin in the Sun,Raisin in the Sun,1.0000000000000002,9780679755333,9780679755333,True
224,Covers_1002,Amazon_2970,The Unabridged Journals of Sylvia Plath,The Unabridged Journals of Sylvia Plath,1.0,9780385720250,9780385720250,True
225,Covers_8701,Amazon_3328,The Writing Life,The Writing Life,1.0,9780060919887,9780060919887,True
226,Covers_2690,Amazon_18107,Servant of the Empire,Servant of the Empire,1.0,9780553292459,9780553292459,True
227,Covers_1758,Amazon_11740,From the Holy Mountain,From the Holy Mountain,1.0,9780006547747,9780006547747,True
228,Covers_1561,Amazon_11454,The Magic of Thinking Big,The Magic of Thinking Big,1.0,9780671646783,9780671646783,True
229,Covers_6365,Amazon_16888,A Walk to Remember,A Walk to Remember,1.0000000000000002,9780446608954,9780446608954,True
