,covers_id,goodreads_id,covers_title,goodreads_title,similarity_score,covers_isbn,goodreads_isbn,is_match
47,Covers_8315,Goodreads_books_31177,The Horse Whisperer,The Horse Whisperer,1.0000000000000002,0440222656,0440222656,True
48,Covers_6551,Goodreads_books_3606,Black Wine,Black Wine,1.0,0312865783,0312865783,True
49,Covers_7862,Goodreads_books_30769,Shantaram,Shantaram,1.0,192076920X,192076920X,True
50,Covers_922,Goodreads_books_26263,"Amazing Grace : Lives of Children and the Conscience of a Nation, The",Amazing Grace: The Lives of Children and the Conscience of a Nation,1.0000000000000004,0060976977,0060976977,True
51,Covers_2718,Goodreads_books_2090,Beachcombing at Miramar : The Quest for an Authentic Life,Beachcombing at Miramar: The Quest for an Authentic Life,1.0,0446672769,0446672769,True
52,Covers_7782,Goodreads_books_27977,Road to Perdition,Road to Perdition,1.0000000000000002,1563894491,1563894491,True
53,Covers_7880,Goodreads_books_31689,Silent Spring,Silent Spring,1.0,0618249060,0618249060,True
54,Covers_883,Goodreads_books_14146,Russka : The Novel of Russia,Russka: the Novel of Russia,1.0000000000000004,0804109729,0804109729,True
55,Covers_7179,Goodreads_books_2359,I Married a Communist,I Married a Communist,1.0,0375707212,0375707212,True
56,Covers_7719,Goodreads_books_38834,Queen of Camelot,Queen of Camelot,1.0000000000000002,0345445872,0345445872,True
57,Covers_2530,Goodreads_books_31201,Dead Witch Walking,Dead Witch Walking,1.0,0060572965,0060572965,True
58,Covers_3905,Goodreads_books_39020,Moonwalk,Moonwalk,1.0,0385247125,0385247125,True
59,Covers_4508,Goodreads_books_6039,First Class Male,First Class Male,1.0,0971191530,0971191530,True
60,Covers_8048,Goodreads_books_17849,The Andy Warhol Diaries,The Andy Warhol Diaries,1.0000000000000002,0446391387,0446391387,True
61,Covers_3470,Goodreads_books_15421,The Wealth and Poverty of Nations: Why Some Are So Rich and Some So Poor,The Wealth and Poverty of Nations: Why Some Are So Rich and Some So Poor,1.0,0393318885,0393318885,True
62,Covers_5584,Goodreads_books_17131,Only Boy for Me,The Only Boy for Me,0.9875755024514088,1582342237,1582342237,True
63,Covers_8140,Goodreads_books_21168,The Children of Green Knowe,The Children of Green Knowe,1.0,0152024689,0152024689,True
64,Covers_5811,Goodreads_books_13048,My Name Is John,My Name is John,1.0,1555037704,1555037704,True
65,Covers_2126,Goodreads_books_21365,The Social Construction of Reality : A Treatise in the Sociology of Knowledge,The Social Construction of Reality: A Treatise in the Sociology of Knowledge,1.0,0385058985,0385058985,True
66,Covers_7234,Goodreads_books_34273,Into the Forest,Into the Forest,1.0000000000000002,0553379615,0553379615,True
67,Covers_6789,Goodreads_books_32366,Deliverance,Deliverance,1.0,038531387X,038531387X,True
68,Covers_6459,Goodreads_books_18549,Area 7,Area 7,1.0,0312983220,0312983220,True
69,Covers_8483,Goodreads_books_17917,"The Pope and the Heretic : The True Story of Giordano Bruno, the Man Who Dared to Defy the Roman Inquisition","The Pope and the Heretic: The True Story of Giordano Bruno, the Man Who Dared to Defy the Roman Inquisition",1.0,0060933887,0060933887,True
70,Covers_1160,Goodreads_books_25936,Drina Ballerina (The Drina Books),Drina Ballerina,0.9194181017584002,0750012706,0750012706,True
71,Covers_3614,Goodreads_books_3842,The Prophetic Imagination,The Prophetic Imagination,1.0000000000000002,0800632877,0800632877,True
72,Covers_2597,Goodreads_books_9612,"Forced Entries: The Downtown Diaries, 1971-1973",Forced Entries- The Downtown Diaries: 1971-1973,1.0000000000000002,0140085025,0140085025,True
73,Covers_2149,Goodreads_books_34934,The Prestige,The Prestige,1.0,0312858868,0312858868,True
74,Covers_4629,Goodreads_books_30021,Moses Man of the Mountain,"Moses, Man of the Mountain",1.0,0060919949,0060919949,True
75,Covers_6280,Goodreads_books_39055,A Case of Need,A Case of Need,1.0,0451210638,0451210638,True
76,Covers_6206,Goodreads_books_1376,Report from Engine Co. 82,Report from Engine Co. 82,1.0000000000000002,0446675520,0446675520,True
77,Covers_2683,Goodreads_books_1239,"I Hate You, Don't Leave Me : Understanding the Borderline Personality","I Hate You, Don't Leave Me: Understanding the Borderline Personality",1.0,0380713055,0380713055,True
78,Covers_5992,Goodreads_books_6253,"Law School Confidential (Revised Edition): A Complete Guide to the Law School Experience: By Students, for Students","Law School Confidential: A Complete Guide to the Law School Experience: By Students, for Students",0.9557063276858531,0312318812,0312318812,True
79,Covers_7601,Goodreads_books_38495,Orphans of the Sky,Orphans of the Sky,1.0000000000000002,0671318454,0671318454,True
80,Covers_5592,Goodreads_books_16334,The Truelove,The Truelove,1.0,0393310167,0393310167,True
81,Covers_8106,Goodreads_books_33481,The Botany of Desire: A Plant's-Eye View of the World,The Botany of Desire: A Plant's-Eye View of the World,1.0000000000000002,0375760393,0375760393,True
82,Covers_5743,Goodreads_books_22918,The Wide Net And Other Stories,The Wide Net and Other Stories,1.0,0156966107,0156966107,True
83,Covers_6661,Goodreads_books_34696,Chasm City,Chasm City,1.0,0441010644,0441010644,True
84,Covers_1430,Goodreads_books_941,The Rose and The Beast: Fairy Tales Retold,The Rose and the Beast: Fairy Tales Retold,1.0000000000000002,0064407454,0064407454,True
85,Covers_3098,Goodreads_books_25141,City of Quartz: Excavating the Future in Los Angeles,City of Quartz: Excavating the Future in Los Angeles,1.0000000000000002,0679738061,0679738061,True
86,Covers_324,Goodreads_books_37503,The Prayer of Jabez: Breaking Through to the Blessed Life,The Prayer of Jabez:  Breaking Through to the Blessed Life,1.0000000000000002,1576737330,1576737330,True
87,Covers_138,Goodreads_books_32395,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,1.0,0684818868,0684818868,True
88,Covers_3694,Goodreads_books_26319,Jack the Ripper: The Final Solution,Jack the Ripper: The Final Solution,1.0000000000000002,0897332091,0897332091,True
89,Covers_7535,Goodreads_books_29530,Night Magic,Night Magic,1.0,096574373X,096574373X,True
90,Covers_975,Goodreads_books_31867,The Fall of Hyperion,The Fall of Hyperion,1.0000000000000004,0553288202,0553288202,True
91,Covers_8226,Goodreads_books_1184,The Engineer of Human Souls,The Engineer of Human Souls,1.0000000000000002,1564781992,1564781992,True
92,Covers_2769,Goodreads_books_1181,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,0.9270317628632149,0805073663,0805073663,True
93,Covers_3887,Goodreads_books_36646,Malevil,Malevil,1.0,2070374440,2070374440,True
94,Covers_6837,Goodreads_books_35203,Drop City,Drop City,1.0000000000000002,0142003808,0142003808,True
95,Covers_1536,Goodreads_books_2005,The Most Beautiful Woman in Town and Other Stories,The Most Beautiful Woman in Town & Other Stories,0.9822862968648398,0872861562,0872861562,True
96,Covers_3264,Goodreads_books_16429,Ultimate Spider-man: Power and Responsibility,"Ultimate Spider-Man, Volume 1: Power and Responsibility",0.9416202644147312,078510786X,078510786X,True
97,Covers_5695,Goodreads_books_26449,One Blood: The Biblical Answer to Racism,One Blood: The Biblical Answer to Racism,1.0000000000000002,0890512760,0890512760,True
98,Covers_6022,Goodreads_books_8194,"The Wisdom of the Native Americans: Includes the Soul of an Indian and Other Writings by Ohiyesa, and the Great Speeches of Red Jacket, Chief Joseph, and Chief Seattle (Religion and Spirituality)","The Wisdom of the Native Americans: Including The Soul of an Indian and Other Writings of Ohiyesa and the Great Speeches of Red Jacket, Chief Joseph, and Chief Seattle",0.901530123358664,1577310799,1577310799,True
99,Covers_3333,Goodreads_books_23551,The Devil's Apocrypha: There Are Two Sides to Every Story,The Devil's Apocrypha: There are two sides to every story.,1.0000000000000002,059525070X,059525070X,True
100,Covers_8795,Goodreads_books_17175,Virgin,Virgin,1.0,0425151247,0425151247,True
101,Covers_8768,Goodreads_books_36451,True History of the Kelly Gang,True History of the Kelly Gang,1.0000000000000002,0375724672,0375724672,True
102,Covers_970,Goodreads_books_13413,The House of Gaian,The House of Gaian,1.0000000000000002,0451459423,0451459423,True
103,Covers_2920,Goodreads_books_8338,Texture Techniques for Winning Watercolors,Texture Techniques for Winning Watercolors,1.0000000000000002,0891348921,0891348921,True
104,Covers_3268,Goodreads_books_8908,Forgotten Truth,Forgotten Truth,1.0000000000000002,0441011179,0441011179,True
105,Covers_6539,Goodreads_books_30661,Black Beauty,Black Beauty,1.0,0439228905,0439228905,True
106,Covers_1673,Goodreads_books_23717,BURY ME DEEP : BURY ME DEEP,Bury Me Deep,1.0000000000000002,0671690574,0671690574,True
107,Covers_6093,Goodreads_books_22458,Eating Mammals : Three Novellas,Eating Mammals: Three Novellas,1.0,0060591757,0060591757,True
108,Covers_3412,Goodreads_books_23533,The Inspector and Mrs. Jeffries,The Inspector and Mrs. Jeffries,1.0,0425136221,0425136221,True
109,Covers_898,Goodreads_books_27896,Prince of Wolves,Prince of Wolves,1.0,0553567756,0553567756,True
110,Covers_1799,Goodreads_books_14950,The Infinite Plan : A Novel,The Infinite Plan,0.9249628050371232,0060924985,0060924985,True
111,Covers_921,Goodreads_books_20917,The Beatles Anthology,The Beatles Anthology,1.0000000000000002,0811826848,0811826848,True
112,Covers_8590,Goodreads_books_3885,The Stories of Breece D'J Pancake,The Stories of Breece D'J Pancake,1.0000000000000002,0316715972,0316715972,True
113,Covers_167,Goodreads_books_22517,The Cat Who Sang for the Birds (Cat Who... (Paperback)),The Cat Who Sang for the Birds,0.9131565813781378,051512463X,051512463X,True
114,Covers_8816,Goodreads_books_4881,Way Things Work,The Way Things Work,0.9861439386005613,0590429892,0590429892,True
115,Covers_4551,Goodreads_books_25871,"Lyrics, 1962-1985","Lyrics, 1962-1985",1.0000000000000002,0394542789,0394542789,True
116,Covers_4041,Goodreads_books_11174,Who Fears the Devil,Who Fears The Devil?,1.0,0440197767,0440197767,True
117,Covers_312,Goodreads_books_1992,The Fuck Up,The Fuck-Up,1.0,0671027638,0671027638,True
118,Covers_8851,Goodreads_books_34360,Wild Seed,Wild Seed,1.0000000000000002,0446676977,0446676977,True
119,Covers_2590,Goodreads_books_28717,The Door in the Hedge,The Door in the Hedge,1.0000000000000004,0698119606,0698119606,True
120,Covers_6602,Goodreads_books_27480,Briefing for a Descent into Hell,Briefing for a Descent Into Hell,1.0,1400077265,1400077265,True
121,Covers_1550,Goodreads_books_22490,Audrey Rose,Audrey Rose,1.0,0446324825,0446324825,True
122,Covers_5858,Goodreads_books_10544,Amazing Spider-Man Vol 1: Coming Home,"The Amazing Spider-Man, Vol. 1: Coming Home",0.9935097841964114,0785108068,0785108068,True
123,Covers_8290,Goodreads_books_36579,The Good Women of China : Hidden Voices,The Good Women of China: Hidden Voices,1.0,1400030803,1400030803,True
124,Covers_4186,Goodreads_books_29763,"The Punch: One Night, Two Lives, and the Fight That Changed Basketball Forever","The Punch: One Night, Two Lives, and the Fight That Changed Basketball Forever",1.0,0316279722,0316279722,True
125,Covers_3356,Goodreads_books_2636,Fray,Fray,1.0,1569717516,1569717516,True
126,Covers_4988,Goodreads_books_36816,Iceland's Bell,Iceland's Bell,1.0000000000000002,1400034256,1400034256,True
127,Covers_3958,Goodreads_books_13715,Las Palabras Andantes,Las Palabras Andantes,1.0,9682319013,9682319013,True
128,Covers_6924,Goodreads_books_38563,Fatal Vision,Fatal Vision,1.0000000000000002,0451165667,0451165667,True
129,Covers_6062,Goodreads_books_25522,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,1.0,0020425201,0020425201,True
130,Covers_7119,Goodreads_books_12409,Highland Fling,Highland Fling,1.0,0821758160,0821758160,True
131,Covers_7035,Goodreads_books_28693,Gift of Fire,Gift of Fire,1.0000000000000004,0446363820,0446363820,True
132,Covers_6305,Goodreads_books_7819,A Grand Passion,A Grand Passion,1.0,0553266586,0553266586,True
133,Covers_8656,Goodreads_books_14070,The Veteran,The Veteran,1.0,0312983425,0312983425,True
134,Covers_8804,Goodreads_books_3189,Walking Across Egypt,Walking Across Egypt,1.0,0345419073,0345419073,True
135,Covers_5840,Goodreads_books_15019,A Simple Habana Melody,A Simple Habana Melody,1.0000000000000002,0060928697,0060928697,True
136,Covers_6525,Goodreads_books_22544,Big Mouth &amp; Ugly Girl,Big Mouth and Ugly Girl,0.9216467418140634,0064473473,0064473473,True
137,Covers_1216,Goodreads_books_21270,My Own Country: A Doctor's Story,My Own Country: A Doctor's Story,1.0,0679752927,0679752927,True
138,Covers_6385,Goodreads_books_23608,Ain't I A Woman: Black Women and Feminism,Ain't I a Woman: Black Women and Feminism,1.0000000000000002,089608129X,089608129X,True
139,Covers_676,Goodreads_books_35578,"The Darkangel: The Darkangel Trilogy, Volume I",The Darkangel,0.922454301694859,0152017682,0152017682,True
140,Covers_3856,Goodreads_books_34898,Jumper : A Novel (Jumper),Jumper,0.9716848108742606,0765342286,0765342286,True
141,Covers_367,Goodreads_books_2242,Running In Heels: A Novel,Running in Heels,0.93810626961391,0060988258,0060988258,True
142,Covers_7637,Goodreads_books_34043,Pedagogy of the Oppressed,Pedagogy of the Oppressed,1.0000000000000002,0826412769,0826412769,True
143,Covers_5975,Goodreads_books_31037,The Namesake : A Novel,The Namesake,0.9093030413778328,0618485228,0618485228,True
144,Covers_817,Goodreads_books_35889,Gone to Soldiers,Gone to Soldiers,1.0,0449215571,0449215571,True
145,Covers_6593,Goodreads_books_17205,Breakheart Hill,Breakheart Hill,1.0,0553571923,0553571923,True
146,Covers_7818,Goodreads_books_4497,Savage Thunder,Savage Thunder,1.0000000000000002,0380753006,0380753006,True
147,Covers_5385,Goodreads_books_35970,"The Collected Poems, 1957-1982","The Collected Poems, 1957-1982",1.0,0865471975,0865471975,True
148,Covers_1942,Goodreads_books_38233,Pavilion of Women,Pavilion of Women,1.0000000000000002,155921287X,155921287X,True
149,Covers_5767,Goodreads_books_2272,Requiem for a Wren,Requiem for a Wren,1.0,1842322869,1842322869,True
150,Covers_3293,Goodreads_books_17069,Topping From Below,Topping from Below,1.0000000000000004,0312144350,0312144350,True
151,Covers_1338,Goodreads_books_19040,Taming Rafe,Taming Rafe,1.0,0380798867,0380798867,True
152,Covers_7060,Goodreads_books_37567,Goodbye to Berlin,Goodbye to Berlin,1.0,0586047956,0586047956,True
153,Covers_16,Goodreads_books_30548,Wicked: The Life and Times of the Wicked Witch of the West,Wicked: The Life and Times of the Wicked Witch of the West,1.0,0060987103,0060987103,True
154,Covers_1916,Goodreads_books_30436,Slaughterhouse-Five,Slaughterhouse-Five,1.0,0385333846,0385333846,True
155,Covers_6224,Goodreads_books_10809,Rites of Spring : The Great War and the Birth of the Modern Age,Rites of Spring: The Great War and the Birth of the Modern Age,1.0,0395937582,0395937582,True
156,Covers_8441,Goodreads_books_4114,The October Horse : A Novel of Caesar and Cleopatra,The October Horse: A Novel of Caesar and Cleopatra,1.0000000000000002,0671024205,0671024205,True
157,Covers_7387,Goodreads_books_30649,Love You Forever,Love You Forever,1.0,0920668372,0920668372,True
158,Covers_2810,Goodreads_books_27706,The White Gryphon,The White Gryphon,1.0,0886776821,0886776821,True
159,Covers_2744,Goodreads_books_39233,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,1.0000000000000004,0684804484,0684804484,True
160,Covers_1880,Goodreads_books_32215,The Education of Little Tree,The Education of Little Tree,1.0,0826328091,0826328091,True
161,Covers_8413,Goodreads_books_38986,The Mirror,The Mirror,1.0,0915230151,0915230151,True
162,Covers_54,Goodreads_books_1106,Die Entdeckung der Langsamkeit.,Die Entdeckung der Langsamkeit,1.0,3492207006,3492207006,True
163,Covers_8033,Goodreads_books_3462,Texas Rich,Texas Rich,1.0,0345335406,0345335406,True
164,Covers_7863,Goodreads_books_34690,Shattered Mirror,Shattered Mirror,1.0,0440229405,0440229405,True
165,Covers_3745,Goodreads_books_26259,Red Sails to Capri,Red Sails to Capri,1.0,0140328580,0140328580,True
166,Covers_1385,Goodreads_books_34644,The 7 Habits Of Highly Effective Teens,The 7 Habits Of Highly Effective Teens,1.0000000000000002,0684856093,0684856093,True
167,Covers_8432,Goodreads_books_30540,The Neverending Story,The Neverending Story,1.0,0525457585,0525457585,True
168,Covers_2811,Goodreads_books_22480,Punish the Sinners,Punish the Sinners,1.0000000000000002,0440170842,0440170842,True
169,Covers_4181,Goodreads_books_11938,The Complete Book of Swords,The Complete Book of Swords,1.0000000000000002,1568650094,1568650094,True
170,Covers_4383,Goodreads_books_243,The Secret Art of Dr. Seuss,The Secret Art of Dr. Seuss,1.0,0679434488,0679434488,True
171,Covers_1721,Goodreads_books_4438,Palestine,Palestine,1.0,156097432X,156097432X,True
172,Covers_4637,Goodreads_books_32876,Life: A User's Manual,Life: A User's Manual,1.0,0879237511,0879237511,True
173,Covers_6932,Goodreads_books_17709,"Fearless Girls, Wise Women, and Beloved Sisters: Heroines in Folktales from Around the World","Fearless Girls, Wise Women & Beloved Sisters: Heroines in Folktales from Around the World",0.9929397997652293,0393320464,0393320464,True
174,Covers_3266,Goodreads_books_23165,Under the Net,Under the Net,1.0,0140014454,0140014454,True
175,Covers_6395,Goodreads_books_16470,Aliens Among Us,Aliens Among Us,1.0000000000000002,0449208095,0449208095,True
176,Covers_355,Goodreads_books_33437,Shopaholic Takes Manhattan,Shopaholic Takes Manhattan,1.0,0440241812,0440241812,True
177,Covers_7891,Goodreads_books_34830,Slammerkin,Slammerkin,1.0,0156007479,0156007479,True
178,Covers_5727,Goodreads_books_589,Soldier X,Soldier X,1.0,0142500739,0142500739,True
179,Covers_309,Goodreads_books_23604,Nerd in Shining Armor,Nerd in Shining Armor,1.0000000000000002,0440241162,0440241162,True
180,Covers_3097,Goodreads_books_27125,In God We Trust: All Others Pay Cash,In God We Trust: All Others Pay Cash,1.0000000000000004,0385021747,0385021747,True
181,Covers_8162,Goodreads_books_31272,The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water: A Black Man's Tribute to His White Mother,1.0,1573225789,1573225789,True
182,Covers_7360,Goodreads_books_6050,Lives of the Monster Dogs,Lives of the Monster Dogs,1.0000000000000004,0446674168,0446674168,True
183,Covers_5380,Goodreads_books_25965,Forty thousand in Gehenna,Forty Thousand in Gehenna,1.0,0879979526,0879979526,True
184,Covers_669,Goodreads_books_19980,SINGLE WHITE FEMALE : SINGLE WHITE FEMALE,Single White Female,1.0,067174500X,067174500X,True
185,Covers_7712,Goodreads_books_20411,Purple Cane Road,Purple Cane Road,1.0,0440224047,0440224047,True
186,Covers_2523,Goodreads_books_27716,Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,1.0000000000000002,0071379444,0071379444,True
187,Covers_4292,Goodreads_books_27502,Strange Fascination: David Bowie : The Definitive,Strange Fascination: David Bowie: The Definitive Story,0.9697929350153566,075350457X,075350457X,True
188,Covers_8219,Goodreads_books_31906,The Electric Kool-Aid Acid Test,The Electric Kool-Aid Acid Test,1.0000000000000002,0553380648,0553380648,True
189,Covers_7775,Goodreads_books_37121,Rifles for Watie,Rifles for Watie,1.0000000000000002,006447030X,006447030X,True
190,Covers_5647,Goodreads_books_28215,Conscious Evolution: Awakening the Power of Our Social Potential,Conscious Evolution: Awakening the Power of Our Social Potential,1.0,1577310160,1577310160,True
191,Covers_4875,Goodreads_books_25727,Not Without Laughter,Not Without Laughter,1.0000000000000002,0020209851,0020209851,True
192,Covers_8513,Goodreads_books_5131,The Rescuers,The Rescuers,1.0000000000000002,0316783552,0316783552,True
193,Covers_6511,Goodreads_books_2153,Bellwether,Bellwether,1.0,0553562967,0553562967,True
194,Covers_7011,Goodreads_books_4041,GONE SOUTH,Gone South,1.0,0671743074,0671743074,True
195,Covers_6383,Goodreads_books_22157,"Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old","Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old",1.0000000000000002,0517882124,0517882124,True
196,Covers_419,Goodreads_books_29230,The further letters of Henry Root,The Further Letters Of Henry Root,1.0,0297778536,0297778536,True
197,Covers_6550,Goodreads_books_8303,Black Sun,Black Sun,1.0000000000000002,0380585030,0380585030,True
198,Covers_2762,Goodreads_books_33700,The Little White Horse,The Little White Horse,1.0000000000000002,0142300276,0142300276,True
199,Covers_6059,Goodreads_books_6725,A little boy in search of God: Mysticism in a personal light,A Little Boy in Search of God: Mysticism in a Personal Light,1.0,0385066538,0385066538,True
200,Covers_3107,Goodreads_books_39193,LEGACY OF HEOROT : LEGACY OF HEOROT,The Legacy of Heorot,0.9899805671984103,0671695320,0671695320,True
201,Covers_8038,Goodreads_books_19021,The Acid House,The Acid House,1.0000000000000002,0393312801,0393312801,True
202,Covers_5304,Goodreads_books_11882,American Political Tradition and the Men Who Made It,The American Political Tradition and the Men Who Made It,0.9948124846669354,0679723153,0679723153,True
203,Covers_3738,Goodreads_books_1292,"Jesus, Son of Man",Jesus the Son of Man,0.9869157849835871,0394431243,0394431243,True
204,Covers_6044,Goodreads_books_22956,Elric at the End of Time,Elric at the End of Time,1.0,0886770408,0886770408,True
205,Covers_7357,Goodreads_books_28508,Little Novels of Sicily,Little Novels of Sicily,1.0,188364254X,188364254X,True
206,Covers_5985,Goodreads_books_26478,Heckedy Peg,Heckedy Peg,1.0,0152336796,0152336796,True
