,covers_id,amazon_id,covers_title,amazon_title,similarity_score,covers_isbn,amazon_isbn,is_match
104,Covers_9693,Amazon_8724,Cisco CCNA Exam #640-507 Certification Guide (With CD-ROM),Complete Advanced Student's Book with Answers with CD-ROM,0.2945008921244495,9780735709713,9781107670907,False
105,Covers_30458,Amazon_8489,Le chien de guerre et la douleur du monde,Le Monde en Francais Student's Book,0.2683310010885459,9782266083805,9780955926594,False
106,Covers_15914,Amazon_17933,Garzanti - Gli Elefanti: Gabbiano Jonathan Livingston,Jonathan Strange & Mr. Norrell,0.2003048671184775,9788817131629,9780765356154,False
107,Covers_44638,Amazon_6686,Quotations of Chairman Jean,Jean Haines' World of Watercolour,0.2900809722663101,9780889952393,9781782210399,False
108,Covers_30554,Amazon_11982,Family Celebrations at Thanksgiving: And Alternatives to Halloween,The Family,0.2758321431440337,9780801044007,9780060560058,False
109,Covers_14146,Amazon_6964,"The Secret Sin of Septimus Brop, Sredni Vashtar, the Lumber Room: With Envelope (Travelman Short Stories)",Room,0.2198514126119453,9781860920134,9780330519021,False
110,Covers_12301,Amazon_15083,NÃ?Â¤chte der Leidenschaft.,Harry Potter Und Der Stein Der Weisen,0.17428765646069344,9783404186396,9783551354013,False
111,Covers_14128,Amazon_5998,Fan Mail (An Avon Flare Book),The R Book,0.19080297127209367,9780380769957,9780470973929,False
112,Covers_13046,Amazon_7229,"Theros Ironfeld (Dragonlance Warriors, Vol. 4)",The Five Greatest Warriors,0.2830392688701381,9780786904815,9781416577584,False
113,Covers_37935,Amazon_2354,The Best Sex I Ever Had: Real People Recall Their Most Erotic Experiences,Best Bear Ever!,0.2941132259926022,9780312950835,9780762463626,False
114,Covers_16835,Amazon_7051,Sapo y Sepo son amigos,Golden Son,0.2801310666022403,9788420430430,9781444759037,False
115,Covers_46699,Amazon_6422,Dann bis nÃ?Â¤chsten Sonntag. Cartoons Ã?Â¼ber Gott und die Welt.,Die Welt unter der Lupe - zu Wasser,0.1550133207828273,9783451276316,9783404609499,False
116,Covers_36562,Amazon_8549,Hot Type: Our Most Celebrated Writers Introduce the Next Word in Contemporary American Fiction (Collier Fiction),The Art of Fiction,0.29443276325972473,9780020447016,9780140174922,False
117,Covers_23416,Amazon_8566,"Reyes Malditos I, Los. El Rey de Hierro",El Amor En Los Tiempos Del Colera,0.17920750897358992,9788466612043,9788497592451,False
118,Covers_35197,Amazon_10729,El incauto mediodÃ­a (Devenir. PoesÃ­a),El principito,0.13798313784241606,9788486351991,9788498381498,False
119,Covers_20521,Amazon_19792,The Blond Baboon,The Story of the World,0.05908496388052731,9780345344977,9781933339054,False
120,Covers_17800,Amazon_5335,American Thunder: The Garth Brooks Story,Storm King's Thunder,0.28806494521422266,9780345439505,9780786966004,False
121,Covers_16906,Amazon_6092,La Ligne Verte 5e Episode,Learning Web Design 5e,0.2939715977514365,9782277301042,9781491960202,False
122,Covers_35489,Amazon_8676,Les oiseaux dans mon jardin,La gloire de mon pere,0.2047726751096518,9782803437818,9782877065078,False
123,Covers_44835,Amazon_20377,Und so ist alles schwankend: TagebÃ¼cher Juni bis Dezember 1945,Panzers in Berlin 1945,0.1466050957345014,9783746655154,9781908032164,False
124,Covers_46082,Amazon_18767,Cortez Peters Championship Keyboarding Skillbuilding and Applications,Championship Fighting,0.2974235040072855,9780070496354,9781501111488,False
125,Covers_39574,Amazon_5652,"Patti's Pearls : Lessons in Living Genuinely, Joyfully, Generously",Programming Pearls,0.29842013386893285,9780446527941,9780201657883,False
126,Covers_41202,Amazon_2598,Mutiny of the Bounty,The Art of the Lord of the Rings,0.12674331125563004,9781854712677,9780008105754,False
127,Covers_27254,Amazon_638,Client/Server Strategies: A Survival Guide for Corporate Reengineers,Between Therapist and Client,0.2703146950563386,9781568840642,9780805071009,False
128,Covers_14393,Amazon_9372,"WahnsinnsWissen. Hochspannend, die ElektrizitÃ?Â¤t. ( Ab 10 J.).",80/10/10 Diet,0.22588233173921582,9783785540404,9781893831247,False
129,Covers_41338,Amazon_1710,Die Marquise Von O. / Das Erdbeben in Chili,To Die For,0.1873837789418684,9783150080023,9780007264094,False
130,Covers_3935,Amazon_11936,"Midshipman Bolitho (Richard Bolitho Novels/Alexander Kent, No 1)",Alexander the Great,0.23545060586279948,9780935526417,9780141020761,False
131,Covers_43943,Amazon_15471,Grimmy: The Horrors of Global Worming (Grimmy),The Horrors and Absurdities of Religion,0.22122273502045028,9780312873264,9780141191591,False
132,Covers_20365,Amazon_6151,"Microsoft Office XP: Introductory Concepts and Techniques, Windows XP Edition (Shelly Cashman (Paperback))",Introductory Statistics with R,0.18916878859771977,9780619200039,9780387790534,False
133,Covers_10754,Amazon_17551,"Blackstone's Bride (Harlequin Historical, No. 667)",Devil's Bride,0.25406067808004235,9780373292677,9780380794560,False
134,Covers_23979,Amazon_439,American Indian Studies: An Interdisciplinary Approach to Contemporary Issues,The American Indian Secrets of Crystal Healing,0.2513394099015447,9780820439167,9780572022631,False
135,Covers_3958,Amazon_2820,Las Palabras Andantes,Fear and Loathing in Las Vegas,0.19648637167932756,9789682319013,9780007204496,False
136,Covers_13781,Amazon_3025,"COWBOY LIFE : A SADDLEBAG GUIDE FOR DUDES, TENDERFEET, AND COWPUNCHERS EVERYWHERE",Everywhere I Look,0.27782738985052813,9780671866822,9781925355369,False
137,Covers_586,Amazon_16241,Stones for Ibarra (Penguin Contemporary American Fiction Series),Stepping Stones,0.28578681354217556,9780140075625,9780571242535,False
138,Covers_36204,Amazon_8549,Elbowing the seducer: A novel (Contemporary American fiction),The Art of Fiction,0.24523448533267814,9780140077926,9780140174922,False
139,Covers_34443,Amazon_16160,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Interaction Ritual,0.25419369216534,9780449213735,9780394706313,False
140,Covers_38258,Amazon_10729,El Chaman,El principito,0.2458391754840508,9788440644060,9788498381498,False
141,Covers_4532,Amazon_10696,"Gravitation, Vol. 1",Batman Vol. 1,0.2644008230549802,9781591823339,9781401235413,False
142,Covers_11034,Amazon_14842,"Last Santini Virgin (Bachelor Battalion) (Desire, 1312)",Desire Map,0.17255710499446755,9780373763122,9781622032518,False
143,Covers_26627,Amazon_9995,"Nord perdu ;: Suivi de, Douze France (Un endroit oÃ¹ aller)",My Life in France,0.1975636644993071,9782742724949,9780307277695,False
144,Covers_32326,Amazon_3821,Adventures of Poor Mrs. Quack (Dover Children's Thrift Classics),Poor Economics,0.2930200600419381,9780486278186,9780718193669,False
145,Covers_47701,Amazon_2521,La Musique du hasard,La La Land,0.2693081891423386,9782253138327,9780571539826,False
146,Covers_39558,Amazon_11325,Viaje al Pirineo de LÃ©rida (Libros de bolsillo Noguer ; 20),The 20/20 Diet,0.2114326500647387,9788427908246,9781939457318,False
147,Covers_4805,Amazon_2330,Carl Sagan's Cosmic Connection: An Extraterrestrial Perspective,Carl Czerny,0.27929548858263015,9780521783033,9780793525676,False
148,Covers_13087,Amazon_1440,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,The Language Of God: A Scientist Presents Evidence For Belief,0.23344555718680132,9780310241447,9781416542742,False
149,Covers_41554,Amazon_11570,Im Reich der KÃ?Â¶nigin von Saba. Auf Karawanenwegen im Jemen.,Das Reich,0.2136876743632188,9783442711796,9780330509985,False
150,Covers_45422,Amazon_11266,Company Manners: An Insider Tells How to Succeed in the Real World of Corporate Protocol and Power Politics (C5674),How Children Succeed,0.29176592036372906,9780070721937,9780544104402,False
151,Covers_28704,Amazon_4225,NEW TERRORS      1,The New Me,0.2803683416286627,9780671451165,9781474612296,False
152,Covers_27358,Amazon_9014,MCSE Testprep: Windows 95 (Covers Exam #70-063),1000 Record Covers,0.2505549549992028,9781562058258,9783836550581,False
153,Covers_3634,Amazon_9084,Death Along the Cimarron (Ralph Compton Novels (Paperback)),The Art of Wreck-it Ralph,0.26729785823744956,9780451207692,9781452111018,False
154,Covers_5632,Amazon_11144,Born O'Hurley (Silhouette Single Title),Born for Love,0.29774233245836307,9780373218769,9780061656798,False
155,Covers_27566,Amazon_9172,Le procÃ?Â¨s NÃ?Â©ron,Le Freak,0.1952690780752815,9782253141280,9780751542776,False
156,Covers_28532,Amazon_4075,Satan's Silence: The Second Cassidy McCabe Mystery (The Second Cassidy Mccabe Mystery),The 5 Second Journal,0.27147304380699827,9781890768041,9781682617229,False
157,Covers_31232,Amazon_19798,Loverboys: Stories,Learning Stories,0.24588738664385834,9780393039597,9780857020932,False
158,Covers_26743,Amazon_19792,The Dreadful Debutante,The Story of the World,0.05986299643157221,9780449222614,9781933339054,False
159,Covers_44314,Amazon_12804,Das Cottage hinter den Feldern.,Life in a Cottage Garden,0.2975353813362699,9783404148844,9781846078712,False
160,Covers_27406,Amazon_13107,"Roswell, Secreto de Estado",The De-Textbook,0.15182212071075618,9788441409248,9780452298200,False
161,Covers_29950,Amazon_1710,Die wunderbaren Jahre: Prosa,To Die For,0.21965370745865112,9783100420039,9780007264094,False
162,Covers_14326,Amazon_2270,Les Soldats de Salamine,Dali. Les diners de Gala,0.21372113802503034,9782742739356,9783836508766,False
163,Covers_16577,Amazon_8344,Una Semana de Octubre,Cronica De Una Muerte Anunciada,0.26714233695552647,9789502802718,9788497592437,False
164,Covers_7407,Amazon_15144,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Her,0.2985441683106695,9780679751601,9780997426588,False
165,Covers_44239,Amazon_11570,Das Herz des Waldes.,Das Reich,0.23162292392852782,9783442245925,9780330509985,False
166,Covers_28003,Amazon_2989,Solve the Mystery: 41 Puzzling Cases (Dover Game and Puzzle Activity Books),The Game,0.26401806479716866,9780486296623,9781782118930,False
167,Covers_40086,Amazon_18779,"My Weight Is Always Perfect for My Height, Which Varies",My Life,0.29958071077496295,9780312558611,9781847396457,False
168,Covers_14310,Amazon_15737,Ein schlechter Scherz. Roman.,Roman Lives,0.23239137259082915,9783423243070,9780199537389,False
169,Covers_17898,Amazon_8344,Vida Y Amores De Una Maligna,Cronica De Una Muerte Anunciada,0.24525432563366734,9788472239180,9788497592437,False
170,Covers_36576,Amazon_7376,La Symphonie Pastorale. ( echo - LektÃ?Â¼ren FranzÃ?Â¶sisch). (Lernmaterialien),Echo Park,0.23528001869281365,9783125974005,9781409156185,False
171,Covers_15825,Amazon_15429,"Wilde At Heart (Harlequin Temptation, No 429)",The Plays of Oscar Wilde,0.27429776168732145,9780373255290,9781840224184,False
172,Covers_7621,Amazon_2598,Parable of the Sower,The Art of the Lord of the Rings,0.11598121602869607,9780446675505,9780008105754,False
173,Covers_21731,Amazon_7585,Vendetta's Victim: The Third Cassidy McCabe Mystery (Cassidy McCabe Mysteries (Paperback)),Vendetta in Death,0.2231876040250311,9781890768140,9780349422046,False
174,Covers_1841,Amazon_16105,Wait Till Helen Comes : A Ghost Story (Avon Camelot Books (Paperback)),Capitalism: A Ghost Story,0.25793796844873806,9780380704422,9781608463855,False
175,Covers_45045,Amazon_15584,Les Grands Philosophes et leur philosophie : Une histoire mouvementÃ?Â©e et belliqueuse,No et moi,0.25358922228050595,9782846710459,9782253124801,False
176,Covers_20724,Amazon_13660,"San Juan Bautista: The Town, the Mission and the Park",The Teachings of Don Juan,0.29459709418644486,9781884995071,9780671600419,False
177,Covers_44504,Amazon_10878,Time to Kill Sparrows: A Kaleidoscope of Verse by Diplomats and Their Families,Spider-verse,0.22963569689730629,9781857763980,9780785190363,False
178,Covers_38325,Amazon_6422,Die Allendes. Mit brennender Geduld fÃ?Â¼r eine bessere Welt.,Die Welt unter der Lupe - zu Wasser,0.16261362161203113,9783593367750,9783404609499,False
179,Covers_42923,Amazon_5722,"Web Of Deceit (Harlequin Presents, No 1329)",The Human Web,0.29299651386175773,9780373113293,9780393925685,False
180,Covers_4968,Amazon_13107,Rabos de Lagartija (Arete),The De-Textbook,0.142476210510299,9788426412843,9780452298200,False
181,Covers_46703,Amazon_7179,"Psychometrer Eiji, tome 7",D&D Mordenkainen's Tome of Foes,0.19567175375246912,9782871294313,9780786966240,False
182,Covers_46743,Amazon_15083,Der Anruf.,Harry Potter Und Der Stein Der Weisen,0.25109613951206844,9783453189935,9783551354013,False
183,Covers_26489,Amazon_2521,Le Marin rejetÃ?Â© par la mer,La La Land,0.2139377517927378,9782070371471,9780571539826,False
184,Covers_13854,Amazon_5012,"Daddy'S Little Cowgirl (Sexy Single Dads) (Harlequin American Romance, No 766)",My Daddy,0.26081368705295827,9780373167661,9781409309062,False
185,Covers_38969,Amazon_2521,La Bete Humaine (World Classics),La La Land,0.27414969056318783,9782877141475,9780571539826,False
186,Covers_4821,Amazon_3888,One Dimensional Man: Studies in Ideology of Advanced Industrial Society,The Third Industrial Revolution,0.2601613467684689,9780807014172,9780230341975,False
187,Covers_36059,Amazon_3329,Scientology: Ich klage an!,An Autobiography,0.15953404768358048,9783629006370,9780007314669,False
188,Covers_45857,Amazon_12395,"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies, Teachers' Pets, Cheerleaders, and Other Members of the \Class\""""",Getting to I Do,0.2658763698020654,9780312317089,9780380718153,False
189,Covers_49018,Amazon_17518,"Andre Breton (Twayne's World Authors Series, No 117)",The Little Breton Bistro,0.28254049995345365,9780805746235,9780349142234,False
190,Covers_42279,Amazon_2358,"Compost This Book!: The Art of Composting for Your Yard, Your Community, and the Planet",The Art Book for Children,0.271421622424537,9780871565969,9780714845111,False
191,Covers_26890,Amazon_17302,Golden Precepts of Esotericism,Golden Moments,0.2525357029587001,9780911500868,9780751541397,False
192,Covers_35042,Amazon_1797,Der Unsichtbare. ( Ab 13 J.).,Apollo 13,0.29822894730062777,9783446200456,9780618619580,False
193,Covers_15728,Amazon_11897,Dashiell Hammett : 5 Complete Novels,The Complete Works,0.19206674491061645,9780517336281,9781857152593,False
194,Covers_19456,Amazon_1710,Die zÃ?Â¤rtliche Zeugin.,To Die For,0.21715457689370343,9783442728947,9780007264094,False
195,Covers_3193,Amazon_2669,The Hunchback of Notre-Dame (Signet Classics (Paperback)),The Library Of Piano Classics,0.17641628394096892,9780451527882,9780825611117,False
196,Covers_41880,Amazon_11570,Das VermÃ?Â¤chtnis meiner Mutter.,Das Reich,0.19281653213388264,9783716022580,9780330509985,False
197,Covers_36537,Amazon_18501,L'Isola Del Giorno Prima,Camino del Norte,0.1607163206861195,9788845228131,9781947474109,False
198,Covers_30926,Amazon_15737,Eine Reise nach Genf. Ein Siggi- Baumeister- Roman.,Roman Lives,0.1623497018096511,9783442453252,9780199537389,False
199,Covers_48657,Amazon_4896,"Bodyguard (Harlequin Intrique, No 309)",No Means No!,0.15410319980463583,9780373223091,9781925089226,False
200,Covers_19561,Amazon_2521,Il corso delle cose (La memoria),La La Land,0.20493920762727097,9788838914720,9780571539826,False
201,Covers_19979,Amazon_16170,Lebenskrisen als Entwicklungschancen. Zeiten des Umbruchs und ihre Krankheitsbilder.,Tintin au pays des Soviets,0.07721911799542001,9783570121832,9782203003033,False
202,Covers_5401,Amazon_3690,Aunt Dimity Beats the Devil (Penguin Mysteries (Paperback)),The Little Book That Still Beats the Market,0.2861332850512522,9780141002194,9780470624159,False
203,Covers_44622,Amazon_2840,Unspoken Desires : Real People Talk About Sexual Experiences and Fantasies They Hide from Their Partners,What I Talk About When I Talk About Running,0.268886178095271,9780312253448,9780099532538,False
204,Covers_3398,Amazon_15083,Der Kuss meiner Schwester,Harry Potter Und Der Stein Der Weisen,0.167063901156703,9783785531228,9783551354013,False
205,Covers_10952,Amazon_11471,"You Could Love Me (Silhoutte Special Edition, No. 734)",Special,0.29951049142382474,9780373097340,9781925384680,False
