,amazon_id,goodreads_id,amazon_title,goodreads_title,similarity_score,amazon_isbn,goodreads_isbn,is_match
27,Amazon_7345,Goodreads_books_32021,Brighton Rock,Brighton Rock,1.0,9780099478478,9780099478478,True
28,Amazon_7782,Goodreads_books_27696,Divided In Death,Divided in Death,1.0000000000000002,9780425197950,9780425197950,True
29,Amazon_13189,Goodreads_books_37396,Without Feathers,Without Feathers,1.0,9780345336972,9780345336972,True
30,Amazon_11224,Goodreads_books_1971,Shepherding A Child's Heart,Shepherding a Child's Heart,1.0000000000000002,9780966378603,9780966378603,True
31,Amazon_5185,Goodreads_books_30430,Green Eggs and Ham,Green Eggs and Ham,1.0000000000000002,9780394800165,9780394800165,True
32,Amazon_17088,Goodreads_books_34384,The Darkest Surrender,The Darkest Surrender,1.0000000000000002,9780373775811,9780373775811,True
33,Amazon_18062,Goodreads_books_36038,Endymion,Endymion,1.0,9780553572940,9780553572940,True
34,Amazon_3969,Goodreads_books_1950,Stumbling on Happiness,Stumbling on Happiness,1.0,9781400077427,9781400077427,True
35,Amazon_18034,Goodreads_books_32161,A Gathering of Shadows,A Gathering of Shadows,1.0,9780765376473,9780765376473,True
36,Amazon_4611,Goodreads_books_21862,The Sleeper and the Spindle,The Sleeper and the Spindle,1.0000000000000002,9781408859643,9781408859643,True
37,Amazon_10656,Goodreads_books_193,Where's My Cow?,Where's My Cow?,1.0,9780385609371,9780385609371,True
38,Amazon_17058,Goodreads_books_33185,Devil in Winter,Devil in Winter,1.0,9780060562519,9780060562519,True
39,Amazon_20792,Goodreads_books_33243,Wonderstruck,Wonderstruck,1.0,9780545027892,9780545027892,True
40,Amazon_15588,Goodreads_books_34347,Brief Interviews With Hideous Men,Brief Interviews with Hideous Men,1.0,9780349111889,9780349111889,True
41,Amazon_8483,Goodreads_books_7115,Man-Eaters of Kumaon,Man-Eaters of Kumaon,1.0,9780195622553,9780195622553,True
42,Amazon_18590,Goodreads_books_29700,Zen in the Art of Archery,Zen in the Art of Archery,1.0000000000000002,9780375705090,9780375705090,True
43,Amazon_9539,Goodreads_books_24388,Preserves,Preserves,1.0,9780747595328,9780747595328,True
44,Amazon_5037,Goodreads_books_30496,The Cat in the Hat,The Cat in the Hat,1.0,9780394800011,9780394800011,True
45,Amazon_21172,Goodreads_books_30833,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante Discover the Secrets of the Universe,1.0,9781442408920,9781442408920,True
46,Amazon_3817,Goodreads_books_4436,A Brief History of Neoliberalism,A Brief History of Neoliberalism,1.0,9780199283279,9780199283279,True
47,Amazon_17094,Goodreads_books_36730,Enduring Love,Enduring Love,1.0,9780099481249,9780099481249,True
48,Amazon_17797,Goodreads_books_32897,Gardens of the Moon,Gardens of the Moon,1.0000000000000004,9780765348784,9780765348784,True
49,Amazon_18105,Goodreads_books_33964,Daughter Of The Empire,Daughter of the Empire,1.0000000000000002,9780553272116,9780553272116,True
50,Amazon_17233,Goodreads_books_1739,In Bed With A Highlander,In Bed with a Highlander,1.0,9780345519474,9780345519474,True
51,Amazon_10591,Goodreads_books_32611,Calvin and Hobbes,Calvin and Hobbes,1.0000000000000002,9780836220889,9780836220889,True
52,Amazon_3018,Goodreads_books_32397,The 48 Laws of Power,The 48 Laws of Power,1.0,9780140280197,9780140280197,True
53,Amazon_17330,Goodreads_books_31506,Entwined with You,Entwined with You,1.0,9780425263921,9780425263921,True
54,Amazon_15433,Goodreads_books_31168,The Bhagavad-gita,The Bhagavad Gita,1.0,9780140449181,9780140449181,True
55,Amazon_13401,Goodreads_books_6987,Selp-Helf,Selp-Helf,1.0000000000000002,9781501117947,9781501117947,True
56,Amazon_2638,Goodreads_books_503,Hitchcock,Hitchcock,1.0,9780671604295,9780671604295,True
57,Amazon_20880,Goodreads_books_31839,The Wrath and The Dawn,The Wrath and the Dawn,1.0,9780399171611,9780399171611,True
58,Amazon_10304,Goodreads_books_4364,solanin,Solanin,1.0,9781421523217,9781421523217,True
59,Amazon_4528,Goodreads_books_30400,The Giving Tree,The Giving Tree,1.0,9780060256654,9780060256654,True
60,Amazon_11746,Goodreads_books_35300,Battle Cry of Freedom,Battle Cry of Freedom,1.0,9780195168952,9780195168952,True
61,Amazon_11111,Goodreads_books_12940,No More Mr Nice Guy,No More Mr. Nice Guy,1.0000000000000002,9780762415335,9780762415335,True
62,Amazon_4758,Goodreads_books_111,The Story Of The Lost Child,The Story of the Lost Child,1.0000000000000002,9781609452865,9781609452865,True
63,Amazon_18151,Goodreads_books_32631,Fool Moon,Fool Moon,1.0,9780451458124,9780451458124,True
64,Amazon_14972,Goodreads_books_25852,In the Garden of Thoughts,In the Garden of Thoughts,1.0,9781402275838,9781402275838,True
65,Amazon_7138,Goodreads_books_33892,Joyland,Joyland,1.0,9781781162644,9781781162644,True
66,Amazon_1736,Goodreads_books_24492,The Nature of Things,The Nature of Things,1.0,9780140447965,9780140447965,True
67,Amazon_7798,Goodreads_books_7707,A Gentleman in Moscow,A Gentleman in Moscow,1.0,9780670026197,9780670026197,True
68,Amazon_10297,Goodreads_books_31291,Lady Midnight,Lady Midnight,1.0000000000000002,9781442468351,9781442468351,True
69,Amazon_14688,Goodreads_books_25068,One Hundred Ways for a Cat to Train Its Human,One Hundred Ways for a Cat to Train Its Human,1.0,9780340786055,9780340786055,True
70,Amazon_4576,Goodreads_books_30536,"Oh, The Places You'll Go!","Oh, the Places You'll Go!",1.0000000000000002,9780679805274,9780679805274,True
71,Amazon_17255,Goodreads_books_35471,Sin Undone,Sin Undone,1.0,9780446556811,9780446556811,True
72,Amazon_11929,Goodreads_books_25290,The Arcades Project,The Arcades Project,1.0,9780674008021,9780674008021,True
73,Amazon_18178,Goodreads_books_33567,The Bonehunters,The Bonehunters,1.0,9780553813159,9780553813159,True
74,Amazon_15168,Goodreads_books_31392,Metamorphoses,Metamorphoses,1.0,9780140447897,9780140447897,True
75,Amazon_16862,Goodreads_books_10274,The Cosy Teashop in the Castle,The Cosy Teashop in the Castle,1.0000000000000002,9780008125417,9780008125417,True
76,Amazon_2045,Goodreads_books_8156,Design*Sponge at Home,Design*Sponge at Home,1.0,9781579654313,9781579654313,True
77,Amazon_20298,Goodreads_books_25362,Beautiful Girlhood,Beautiful Girlhood,1.0,9781883934026,9781883934026,True
78,Amazon_4645,Goodreads_books_30748,A Feast for Crows,A Feast for Crows,1.0,9780553582024,9780553582024,True
79,Amazon_20923,Goodreads_books_30660,Eleanor & Park,Eleanor & Park,1.0000000000000002,9781250012579,9781250012579,True
80,Amazon_16962,Goodreads_books_37671,Billy and Me,Billy and Me,1.0000000000000002,9781405909952,9781405909952,True
81,Amazon_2390,Goodreads_books_26636,Making Movies,Making Movies,1.0,9780679756606,9780679756606,True
82,Amazon_16756,Goodreads_books_9759,Revealing Heaven,Revealing Heaven,1.0000000000000002,9781602665163,9781602665163,True
83,Amazon_15317,Goodreads_books_1584,Death and the Maiden,Death and the Maiden,1.0,9780140246841,9780140246841,True
84,Amazon_14667,Goodreads_books_31157,Winterdance: the Fine Madness of Running the Iditarod,Winterdance: The Fine Madness of Running the Iditarod,1.0000000000000004,9780156001458,9780156001458,True
85,Amazon_7754,Goodreads_books_33773,Three to Get Deadly,Three to Get Deadly,1.0,9780312966096,9780312966096,True
86,Amazon_16976,Goodreads_books_32072,Crossing to Safety,Crossing to Safety,1.0000000000000004,9780375759314,9780375759314,True
87,Amazon_1471,Goodreads_books_32236,Desert Solitaire,Desert Solitaire,1.0000000000000002,9780345326492,9780345326492,True
88,Amazon_14892,Goodreads_books_5152,The Sociopath Next Door,The Sociopath Next Door,1.0,9780767915823,9780767915823,True
89,Amazon_4377,Goodreads_books_5371,Possum Magic,Possum Magic,1.0000000000000002,9780152632243,9780152632243,True
90,Amazon_17603,Goodreads_books_33812,Spider's Bite,Spider's Bite,1.0,9781439147979,9781439147979,True
91,Amazon_10123,Goodreads_books_22727,"One-Punch Man, Vol. 1","One-Punch Man, Vol. 1",1.0000000000000002,9781421585642,9781421585642,True
92,Amazon_17206,Goodreads_books_31657,Magic Strikes,Magic Strikes,1.0,9780441017027,9780441017027,True
93,Amazon_17985,Goodreads_books_34923,The Prose Edda,The Prose Edda,1.0000000000000002,9780140447552,9780140447552,True
94,Amazon_17346,Goodreads_books_32948,Midnight Rising,Midnight Rising,1.0,9780440244448,9780440244448,True
95,Amazon_15369,Goodreads_books_1560,Birthday Letters,Birthday Letters,1.0,9780374525811,9780374525811,True
96,Amazon_17009,Goodreads_books_30903,Lover Eternal,Lover Eternal,1.0,9780451218049,9780451218049,True
97,Amazon_7651,Goodreads_books_31192,The Maltese Falcon,The Maltese Falcon,1.0,9780752865331,9780752865331,True
98,Amazon_20855,Goodreads_books_30806,Heir of Fire,Heir of Fire,1.0,9781619630659,9781619630659,True
99,Amazon_17333,Goodreads_books_3474,The Darkest Touch,The Darkest Touch,1.0,9780373778911,9780373778911,True
100,Amazon_8558,Goodreads_books_34055,Kira-Kira,Kira-Kira,1.0,9780689856402,9780689856402,True
101,Amazon_20862,Goodreads_books_149,Kensuke's Kingdom,Kensuke's Kingdom,1.0,9781405221740,9781405221740,True
102,Amazon_17076,Goodreads_books_34753,Dreams of a Dark Warrior,Dreams of a Dark Warrior,1.0,9781439136805,9781439136805,True
103,Amazon_16880,Goodreads_books_31744,Sputnik Sweetheart,Sputnik Sweetheart,1.0,9780099448471,9780099448471,True
104,Amazon_17156,Goodreads_books_31922,Magic Burns,Magic Burns,1.0,9780441015832,9780441015832,True
105,Amazon_21191,Goodreads_books_33888,Looking for Alibrandi,Looking for Alibrandi,1.0000000000000002,9780375836947,9780375836947,True
106,Amazon_17218,Goodreads_books_38634,Fire Along the Sky,Fire Along the Sky,1.0,9780553582772,9780553582772,True
107,Amazon_17181,Goodreads_books_30823,Of Human Bondage,Of Human Bondage,1.0,9780451530172,9780451530172,True
108,Amazon_17160,Goodreads_books_25545,All Change,All Change,1.0,9780330508988,9780330508988,True
109,Amazon_591,Goodreads_books_36322,The Origin of Consciousness in the Breakdown of the Bicameral Mind,The Origin of Consciousness in the Breakdown of the Bicameral Mind,1.0,9780618057078,9780618057078,True
110,Amazon_7689,Goodreads_books_22196,4th of July,4th of July,1.0,9780446613361,9780446613361,True
111,Amazon_9245,Goodreads_books_29568,Plenty,Plenty,1.0,9780091933685,9780091933685,True
112,Amazon_14488,Goodreads_books_17394,Paw Tracks in the Moonlight,Paw Tracks in the Moonlight,1.0,9781849011198,9781849011198,True
113,Amazon_22401,Goodreads_books_39306,The Persian Expedition,The Persian Expedition,1.0,9780140440072,9780140440072,True
114,Amazon_21200,Goodreads_books_11403,Cool!,Cool!,1.0,9780007131044,9780007131044,True
115,Amazon_1643,Goodreads_books_30657,A Short History of Nearly Everything,A Short History of Nearly Everything,1.0,9780767908184,9780767908184,True
116,Amazon_16951,Goodreads_books_15840,The Last Boyfriend,The Last Boyfriend,1.0000000000000002,9780425246030,9780425246030,True
117,Amazon_17393,Goodreads_books_3039,Mine Till Midnight,Mine Till Midnight,1.0,9780312949808,9780312949808,True
118,Amazon_17207,Goodreads_books_38468,Lake in the Clouds,Lake in the Clouds,1.0000000000000002,9780553582796,9780553582796,True
119,Amazon_18153,Goodreads_books_32706,Use Of Weapons,Use of Weapons,1.0000000000000004,9781857231359,9781857231359,True
120,Amazon_20843,Goodreads_books_33171,Unite Me,Unite Me,1.0,9780062327963,9780062327963,True
121,Amazon_17161,Goodreads_books_33772,Twice Tempted,Twice Tempted,1.0,9780062076106,9780062076106,True
122,Amazon_17048,Goodreads_books_7477,Middlemarch,Middlemarch,1.0,9780141439549,9780141439549,True
123,Amazon_1503,Goodreads_books_26012,Planet Earth II,Planet Earth II,1.0000000000000002,9781849909655,9781849909655,True
124,Amazon_17470,Goodreads_books_4044,Upon the Midnight Clear,Upon the Midnight Clear,1.0000000000000002,9780312947057,9780312947057,True
125,Amazon_20060,Goodreads_books_34043,Pedagogy of the Oppressed,Pedagogy of the Oppressed,1.0,9780826412768,9780826412768,True
126,Amazon_2976,Goodreads_books_1208,The Railway Man,The Railway Man,1.0000000000000002,9780099582311,9780099582311,True
127,Amazon_10644,Goodreads_books_3528,Lost At Sea,Lost at Sea,1.0000000000000002,9781932664164,9781932664164,True
128,Amazon_7324,Goodreads_books_34939,The Invisible Library,The Invisible Library,1.0,9781447256236,9781447256236,True
129,Amazon_11765,Goodreads_books_28494,Devil's Guard,Devil's Guard,1.0,9780440120148,9780440120148,True
130,Amazon_17793,Goodreads_books_31351,The Blade Itself,The Blade Itself,1.0000000000000002,9780575079793,9780575079793,True
131,Amazon_21053,Goodreads_books_37182,Why the Whales Came,Why the Whales Came,1.0000000000000002,9781405229258,9781405229258,True
132,Amazon_1241,Goodreads_books_14602,Wonders of the Universe,Wonders of the Universe,1.0,9780007395828,9780007395828,True
133,Amazon_8953,Goodreads_books_10538,The Complete Yes Minister,The Complete Yes Minister,1.0000000000000004,9780563206651,9780563206651,True
134,Amazon_17600,Goodreads_books_37244,Bound by Flames,Bound by Flames,1.0,9780062076083,9780062076083,True
135,Amazon_20952,Goodreads_books_11227,The Third Wheel,The Third Wheel,1.0000000000000002,9781419705847,9781419705847,True
136,Amazon_17952,Goodreads_books_33408,Consider Phlebas,Consider Phlebas,1.0000000000000002,9781857231380,9781857231380,True
137,Amazon_15218,Goodreads_books_34674,The Sun and Her Flowers,The Sun and Her Flowers,1.0000000000000002,9781449486792,9781449486792,True
138,Amazon_9802,Goodreads_books_2265,Delia's Complete Cookery Course,Delia's Complete Cookery Course,1.0,9780563362494,9780563362494,True
139,Amazon_4870,Goodreads_books_35361,Sorcery of Thorns,Sorcery of Thorns,1.0,9781481497619,9781481497619,True
140,Amazon_4385,Goodreads_books_30429,Where The Wild Things Are,Where the Wild Things Are,1.0,9780099408390,9780099408390,True
141,Amazon_3008,Goodreads_books_18922,Unreliable Memoirs,Unreliable Memoirs,1.0,9780330264631,9780330264631,True
142,Amazon_21724,Goodreads_books_38214,The Great Railway Bazaar,The Great Railway Bazaar,1.0000000000000002,9780618658947,9780618658947,True
143,Amazon_21077,Goodreads_books_32845,Stalking Jack the Ripper,Stalking Jack the Ripper,1.0000000000000004,9780316273497,9780316273497,True
144,Amazon_10256,Goodreads_books_4340,Flashpoint,Flashpoint,1.0,9781401233389,9781401233389,True
145,Amazon_18146,Goodreads_books_30718,Cloud Atlas,Cloud Atlas,1.0000000000000002,9780375507250,9780375507250,True
146,Amazon_18115,Goodreads_books_33726,Godsgrave,Godsgrave,1.0,9781250073037,9781250073037,True
147,Amazon_7299,Goodreads_books_12926,Sometimes I Lie,Sometimes I Lie,1.0,9780008225353,9780008225353,True
148,Amazon_15073,Goodreads_books_13872,the witch doesn't burn in this one,The Witch Doesn't Burn in This One,1.0,9781449489427,9781449489427,True
149,Amazon_10368,Goodreads_books_14658,Wytches Volume 1,"Wytches, Volume 1",1.0,9781632153807,9781632153807,True
150,Amazon_17499,Goodreads_books_34335,One Silent Night,One Silent Night,1.0,9780312947064,9780312947064,True
151,Amazon_15204,Goodreads_books_37747,The Myth of Sisyphus,The Myth of Sisyphus,1.0000000000000002,9780141182001,9780141182001,True
152,Amazon_17497,Goodreads_books_27512,Styx's Storm,Styx's Storm,1.0,9780425237397,9780425237397,True
153,Amazon_2475,Goodreads_books_12853,The Shock of the New,The Shock of the New,1.0,9780500275825,9780500275825,True
154,Amazon_17597,Goodreads_books_19016,The Corinthian,The Corinthian,1.0,9780099468080,9780099468080,True
155,Amazon_21126,Goodreads_books_30599,Howl's Moving Castle,Howl's Moving Castle,1.0000000000000002,9780064410342,9780064410342,True
156,Amazon_17235,Goodreads_books_5254,Dreaming of You,Dreaming of You,1.0,9780380773527,9780380773527,True
157,Amazon_11009,Goodreads_books_16352,Light on Yoga,Light on Yoga,1.0,9780805210316,9780805210316,True
158,Amazon_15471,Goodreads_books_13346,The Horrors and Absurdities of Religion,The Horrors and Absurdities of Religion,1.0000000000000002,9780141191591,9780141191591,True
159,Amazon_7988,Goodreads_books_34524,The Elements of Style,The Elements of Style,1.0000000000000002,9780205313426,9780205313426,True
160,Amazon_17543,Goodreads_books_34001,Incubus Dreams,Incubus Dreams,1.0,9780515139754,9780515139754,True
161,Amazon_17189,Goodreads_books_1319,Beautiful Redemption,Beautiful Redemption,1.0000000000000002,9781502541857,9781502541857,True
162,Amazon_3213,Goodreads_books_1094,Gweilo: Memories Of A Hong Kong Childhood,Gweilo: Memories Of A Hong Kong Childhood,1.0000000000000002,9780553816723,9780553816723,True
163,Amazon_1260,Goodreads_books_20855,The Science of Interstellar,The Science of Interstellar,1.0000000000000002,9780393351378,9780393351378,True
164,Amazon_10655,Goodreads_books_4026,Fables The Deluxe Edition Book Two,"Fables: The Deluxe Edition, Book Two",1.0000000000000002,9781401228798,9781401228798,True
165,Amazon_13740,Goodreads_books_37737,The Book on the Taboo against Knowing Who You are,The Book on the Taboo Against Knowing Who You Are,1.0000000000000002,9780679723004,9780679723004,True
166,Amazon_11696,Goodreads_books_3485,Why I'm No Longer Talking to White People About Race,Why I'm No Longer Talking to White People About Race,1.0000000000000002,9781408870556,9781408870556,True
167,Amazon_21227,Goodreads_books_29208,The Lost Twin,The Lost Twin,1.0,9780007589180,9780007589180,True
168,Amazon_21210,Goodreads_books_31997,P.S. I Still Love You,P.S. I Still Love You,1.0000000000000002,9781442426733,9781442426733,True
169,Amazon_18262,Goodreads_books_34481,Revelation Space,Revelation Space,1.0000000000000002,9780441009428,9780441009428,True
170,Amazon_4717,Goodreads_books_11860,They Both Die at the End,They Both Die at the End,1.0000000000000002,9781471166204,9781471166204,True
171,Amazon_17340,Goodreads_books_34582,Jewels of the Sun,Jewels of the Sun,1.0,9780515126778,9780515126778,True
172,Amazon_15473,Goodreads_books_3792,The Birth of Tragedy,The Birth of Tragedy,1.0000000000000002,9780140433395,9780140433395,True
173,Amazon_16997,Goodreads_books_13979,All Your Perfects,All Your Perfects,1.0000000000000002,9781501193323,9781501193323,True
174,Amazon_11010,Goodreads_books_36343,Lullabies,Lullabies,1.0,9781449461072,9781449461072,True
175,Amazon_3593,Goodreads_books_36020,Capital in the Twenty-First Century,Capital in the Twenty-First Century,1.0000000000000002,9780674430006,9780674430006,True
176,Amazon_21178,Goodreads_books_32688,Boy Meets Boy,Boy Meets Boy,1.0,9780375832994,9780375832994,True
177,Amazon_21222,Goodreads_books_30983,Cress,Cress,1.0,9780312642976,9780312642976,True
178,Amazon_18165,Goodreads_books_28826,Gunmetal Magic,Gunmetal Magic,1.0000000000000002,9780425256138,9780425256138,True
179,Amazon_17251,Goodreads_books_24,Play of Passion,Play of Passion,1.0,9780425237793,9780425237793,True
180,Amazon_17606,Goodreads_books_10127,Burning Dawn,Burning Dawn,1.0,9780373778447,9780373778447,True
181,Amazon_10098,Goodreads_books_23738,Back to Eden,Back To Eden,1.0000000000000002,9780940985100,9780940985100,True
182,Amazon_14433,Goodreads_books_39142,Are We Smart Enough to Know How Smart Animals Are?,Are We Smart Enough to Know How Smart Animals Are?,1.0000000000000002,9780393353662,9780393353662,True
183,Amazon_16326,Goodreads_books_30704,Tao Te Ching,Tao Te Ching,1.0,9780679724346,9780679724346,True
184,Amazon_7729,Goodreads_books_31096,Definitely Dead,Definitely Dead,1.0,9780441014910,9780441014910,True
185,Amazon_7113,Goodreads_books_114,The Kill Artist,The Kill Artist,1.0,9780451209337,9780451209337,True
186,Amazon_7278,Goodreads_books_31257,We Have Always Lived in the Castle,We Have Always Lived in the Castle,1.0000000000000002,9780143039976,9780143039976,True
187,Amazon_2319,Goodreads_books_969,Leonardo da Vinci,Leonardo da Vinci,1.0000000000000004,9781501139154,9781501139154,True
188,Amazon_14294,Goodreads_books_29490,A Natural History of the Senses,A Natural History of the Senses,1.0000000000000002,9780679735663,9780679735663,True
189,Amazon_132,Goodreads_books_30069,Spiritual Midwifery,Spiritual Midwifery,1.0000000000000002,9781570671043,9781570671043,True
190,Amazon_17460,Goodreads_books_16006,After I Do,After I Do,1.0,9781476712840,9781476712840,True
191,Amazon_15296,Goodreads_books_36050,In Praise of Shadows,In Praise of Shadows,1.0000000000000002,9780918172020,9780918172020,True
192,Amazon_15439,Goodreads_books_37069,The Pillowman,The Pillowman,1.0,9780571220328,9780571220328,True
193,Amazon_10724,Goodreads_books_11834,Strange Planet,Strange Planet,1.0000000000000002,9780062970701,9780062970701,True
194,Amazon_3471,Goodreads_books_11427,The Journey Home,The Journey Home,1.0,9781561705528,9781561705528,True
195,Amazon_13088,Goodreads_books_12598,Succulent Wild Woman,Succulent Wild Woman,1.0000000000000002,9780684833767,9780684833767,True
196,Amazon_13947,Goodreads_books_37546,The Game of Life and How to Play it,The Game of Life and How to Play It,1.0,9780875162577,9780875162577,True
197,Amazon_15502,Goodreads_books_31329,Chronicle of a Death Foretold,Chronicle of a Death Foretold,1.0,9781400034710,9781400034710,True
198,Amazon_10275,Goodreads_books_626,"Fullmetal Alchemist (3-in-1 Edition), Vol. 1","Fullmetal Alchemist (3-in-1 Edition), Vol. 1",1.0000000000000002,9781421540184,9781421540184,True
199,Amazon_18319,Goodreads_books_15833,Modern Man in Search of a Soul,Modern Man in Search of a Soul,1.0,9780156612067,9780156612067,True
200,Amazon_10196,Goodreads_books_4896,Big Mushy Happy Lump,Big Mushy Happy Lump,1.0,9781449479619,9781449479619,True
201,Amazon_4605,Goodreads_books_30545,A Storm Of Swords,A Storm of Swords,1.0,9780553573428,9780553573428,True
202,Amazon_5113,Goodreads_books_35819,Chicka Chicka Boom Boom,Chicka Chicka Boom Boom,1.0,9780689835681,9780689835681,True
203,Amazon_10125,Goodreads_books_2981,Batman Hush,Batman: Hush,1.0,9781401223175,9781401223175,True
204,Amazon_6962,Goodreads_books_34231,Sister,Sister,1.0,9780749942014,9780749942014,True
205,Amazon_18377,Goodreads_books_31775,The Communist Manifesto,The Communist Manifesto,1.0,9780140447576,9780140447576,True
206,Amazon_21176,Goodreads_books_28419,The Eleventh Hour,The Eleventh Hour,1.0,9780810932654,9780810932654,True
207,Amazon_17265,Goodreads_books_16493,Haven Of Obedience,Haven of Obedience,1.0,9780751550511,9780751550511,True
208,Amazon_17554,Goodreads_books_34461,Something about You,Something About You,1.0,9780425233382,9780425233382,True
209,Amazon_10278,Goodreads_books_37918,The Prince and the Dressmaker,The Prince and the Dressmaker,1.0,9781626723634,9781626723634,True
210,Amazon_17049,Goodreads_books_31267,Destined for an Early Grave,Destined for an Early Grave,1.0000000000000004,9780061583216,9780061583216,True
211,Amazon_17280,Goodreads_books_4337,When Beauty Tamed the Beast,When Beauty Tamed the Beast,1.0,9780062021274,9780062021274,True
212,Amazon_13450,Goodreads_books_31935,Cold Comfort Farm,Cold Comfort Farm,1.0,9780143039594,9780143039594,True
213,Amazon_11196,Goodreads_books_23093,Manhood,Manhood,1.0,9780091894818,9780091894818,True
214,Amazon_7610,Goodreads_books_5433,Betrayal in Death,Betrayal in Death,1.0,9780425178577,9780425178577,True
215,Amazon_15278,Goodreads_books_37934,A Christmas Carol and Other Christmas Writings,A Christmas Carol and Other Christmas Writings,1.0,9780140439052,9780140439052,True
216,Amazon_17432,Goodreads_books_31154,Fantasy Lover,Fantasy Lover,1.0000000000000002,9780312979973,9780312979973,True
217,Amazon_17046,Goodreads_books_36615,Archangel's Blade,Archangel's Blade,1.0,9780425243916,9780425243916,True
218,Amazon_15521,Goodreads_books_2436,"Burning in Water, Drowning in Flame","Burning in Water, Drowning in Flame",1.0,9780876851913,9780876851913,True
219,Amazon_7453,Goodreads_books_31399,Naked in Death,Naked in Death,1.0,9780425148297,9780425148297,True
220,Amazon_2539,Goodreads_books_3215,My Story,My Story,1.0,9781589793163,9781589793163,True
221,Amazon_21092,Goodreads_books_25738,The Giver,The Giver,1.0000000000000002,9780544336261,9780544336261,True
222,Amazon_17362,Goodreads_books_36574,On The Prowl,On the Prowl,1.0,9780425216590,9780425216590,True
223,Amazon_15195,Goodreads_books_4874,Medea and Other Plays,Medea and Other Plays,1.0000000000000002,9780140449297,9780140449297,True
224,Amazon_11454,Goodreads_books_37889,The Magic of Thinking Big,The Magic of Thinking Big,1.0000000000000002,9780671646783,9780671646783,True
225,Amazon_18184,Goodreads_books_32653,Grave Peril,Grave Peril,1.0,9780451458445,9780451458445,True
