"Blocking Key Value","Frequency"
"STSP,ADMOTH,WITHOL,BETHSU,FATHDE,BETHWO,FOMO,SUSH,FOMA,THDABE,AY,OC,ONTWTH,S.,GAPEPL,BEAL,BEBE,MEME,FOOFTH,THFIMI,HAPOBO,BRONTH,BEQU,BESE,ROOFTH,MEMEAT,THFIFI,THHOLI,THFICR,THSHSE,AMIGU,CHOFA,THSHHO,ADOFA,THFAON,THFASH,CAANHO,CEINDE,YOARA,THLUON,LEOFGR,GEOFTH,SEOFST,DOIN,DOSO,ALMYFR,HAALI,THFOTH,THFOSO,BLLI,BLNI,ORST,CIOFGO,NOTOEN,AMOFE,OUOFMY,TACH,CHVO1,LIWILI,THBEFR,ALTHRE,ALTHPR,MOCA,MOST,ASYOWI,10YEOF,THOFTH,TH33ST,THSTDE,THBACO,THBACH,BRRO,MRST,THMADI,STANST,BILILI,MAYOSH,MALIMA,DIOFTH,MAYOBE,RAST,HEOFFI,THOB,THOD,THON,THTU,BUBR,THSY,THYE,WHWESL,TITO,ADOFTH,CLENOF,STATTH,REGR,HATHRE,RERI,REQU,THONAN,ISITJU,MYPL,36DAOF,EAAN,ATOOF,PAPA,PATE,THOPOF,WHWATH,THBISL,ICOPE,TOCO,SPINTH,MASEOF,TOPR,THTHAR,NELEME,BOOFLO,ATROF,TRTOTH,THTHRE,TRIS,TRLI,THKIHO,THVIFR,ISPA,GRISTH,THMODI,THBOLI,THKIDI,MYLIAS,THBOCH,THDUHO,NOANSO,SAALAR,THMOTH,WHYODO,RORI,THBRTE,THBRWA,LIWIA,DOTEMU,APLOF,TWNI,LO&KE,BEHEAN,THRIMA,YEPL,THRICO,GRMA,CATHMI,LOISTH,LAGI,THPEHO,THPEBO,ACLOF,ACLIA,ALEOF,THMYBE,VOOFTH,HOHACA,ALIHI,THINTR,YOCAHE,ANOFA,THINBO,THGRCO,THNEPE,WHHA,WHHO,COCH,THGRWA,THGRTR,THPLTH,THOFA,WIDR,NONO,THGRRA,COSU,COTH,THLAWI,THLATR,THLATE,THLASO,THLASU,COZE,LIWI,THLASE,THLAHE,EVST,FETHFE,THNIBE,THGUOF,THABOF,THNAGI,REPLON,CRSE,IMINDE,AHAOF,THGOCO,INTHMA,INTHMO,THGOAN,INTHAI,SOWITH,INTHRE,HAHA,THGOWI,ANFL,PRMAPE,THPIBO,THGOGI,TH48LA,SAOFTH,LOEN,SOOFA,LOSU,MEANOT,INRELI,SCTI,FROFTH,ONTHMO,THPSTE,THLIDI,THCONE,LEPRTH,THLIBL,YOARNO,THCOGA,HECA,ALANFO,COWOOF,GOTOGR,ARSA,THWIRO,THLIWO,THYOSU,GIINA,ININDE,LOANTH,FACI,BEGOAN,GETHDO,THACBI,WHINA,NOFRTH,THCLCO,THPRPA,STBYST,THPRCO,THLETR,THLEST,MUINTH,TOOFDA,ANELIN,VEINDE,THSCLE,THSEHU,DADA,THSECR,SEDAIN,GOTHF*,LOATLA,DAPA,ASOOF,DAWI,SEDATH,HOCI,THSETE,JUKI,SOCO,HOOD,FILI,CRTOCR,STISTH,SPMI,HOTOSE,THALNE,THCRLI,THUGDU,DEER,DEIN,DEPA,DETH,ANINAM,FRHETO,DEZO,THANSU,THANTR,ALABLO,ANINTR,THHAHY,'SLO,FRWODO,THWOTH,MABU,THWOST,MABE,MABI,THLOHA,THLOGA,ITSTWI,MAME,MALE,BAMO,MAPO,BASC,MAST,IKNWH,MATR,THCUCO","6"
"RE","10659"
"THTR","280"
"BETHLI,BRONFI,FOCO,HUUN,#G,EQ,ID,THSNLE,THDAWA,HYANA,THDAST,TACHOF,SMGEIN,THOCAT,MIANHO,THUNGU,VAAC,THSIBR,WHTHFA,DOLETH,THHUFO,THHUCO,THFOWA,NEEAAL,BLRO,BLWI,AMOCA,CIOFBO,METAPR,THFRCH,THBEJA,THMEIS,LOONTH,THBEDE,ALTHWI,ARANDA,WEHAAL,MOTO,Q&A,THMALA,ANVEMI,THMAGU,CROFTH,THBF,THAD,THAF,THLU,THWE,FITHKI,WIGRWI,SCINTH,L'DELA,ARYOMY,THBIRE,BATHDA,GEYOSH,TRTR,THTITH,CAFI,WEOFMA,THMOTO,EL&PA,VOFRCH,HEANBR,FLANTH,CHCH,CHMA,NILI,APROF,THREWH,SCLINO,TH5TWA,THGRCR,THNEPR,MYSITH,ALITO,THELWH,THGRTO,WIEM,NOLI,NOMY,WIFE,THLATH,THWAWI,THWAHO,THLAAN,THCHMY,LIBOOF,GETOYE,WHAMI,GUHOMU,INTHMI,LOWHIS,AWOIN,AMPS,HAPO,GOISNO,PROFGE,LOLI,THWHRO,SEST,WAANPI,THEVOF,FUAL(3,ASIWA,ASIVO,LOANOT,HEISTH,FAFO,ATSH,UNLI,SHHA,FIANIC,WUHE,WHIAM,ADASH,THSCTR,DIINSE,THSEHA,THSELA,THWRSI,SOAN,THSESP,HOST,THASBL,THCRBI,HOTOBR,WHMOMY,THHATH,ANINTH,BAFE,THCUIN,MEOFTH,THCUCA","5"
"CO","8235"
"KA","276"
"BETHDE,STSH,WITHFI,WHTOEX,DIBE,FOLA,YEOFTH,FOQU,FOTR,THDADE,THDAHO,STWHYO,DITR,THDAAG,DOWHTI,DONOHA,THOBIS,EIINJE,RH,FAMRFO,THSNAN,BEHA,MEHE,MEMA,THFINE,BETH,BEST,FRCH,THFIDY,FRFA,THHOBO,THFIAR,RELIA,MYBOWO,THUNST,THUNSE,THUNRE,THSIPA,INCOBL,VAIN,VAKI,THSIMA,SEDESI,INWITH,DOWHEL,AMIOF,WHTHFO,ONWA,I'BETH,BRBEBR,DODE,BIBA,MIGA,MIFA,DOSL,THAWOF,RUINTH,SUWIWO,THSUAR,THSUAN,COTOCO,ENSHIN,CAYOKE,THFOUN,BLMI,THSUTH,THHUSE,BLRI,THSWPO,MAABTH,TATW,THBEIN,THMECO,THBECH,INLOWI,THBEHO,THMEDE,AWTHGI,THSPTH,MOCO,KICO,THSPRE,MOMO,MOPI,WHNAFA,BOSU,AMOUTO,THDEHA,FEANTR,RAINDE,HOONTO,THOFLI,THMASE,BRBE,ATHOF,TETA,THSTIN,THMAKI,THBAIN,THMAPA,THMAME,BRMA,BRVI,DEBYBL,SHOFGR,WOOFRA,THDRTH,REFRTH,BUCH,THSK,BUDA,MUMA,WHWEAR,THBLSI,WHWEWE,PEANME,MSMAVO,SOTOLO,THFRWR,RELE,SNINBA,THFRPR,RERO,THBIBA,THDOKI,THMIDA,P.IST,PABU,PACH,HAPOY,PALE,THONMI,THONRE,PARE,INEN,WESHAL,INPA,INTI,INYO,MOISMY,THBIPA,THMION,THMIMO,ALONTH,POOFTH,WHLOMA,GRGRES,THTHPR,THGAST,HUINTH,IHAMY,LOINTR,BEASU,PECO,THTIIN,THTHTA,TRHA,JEOFTH,TRLO,INMAGU,PRLILI,GOANTH,TRWO,IAMLE,LOMYVI,THBOLO,CACO,THMOCO,THVIBO,THKIBO,BLBOTH,RERATR,THBOBU,CARO,SAVO9,NAST,ESFRCA,THKITH,THICMA,WHCOIS,EAWHYO,GOTO,PITH,THTEVO,ESOIFO,SAANTH,THRISI,THGITR,THRIMI,ISHNO,GREX,NEYO,PLDE,GRSE,AGUPI,CRANPU,COBATO,THPEWA,LEPEPR,THPEAT,WOBOWO,EVLITH,EVINE,ENMA,CHPR,DEONTH,POST,MEWELI,NISH,THREFA,WHUNGR,IFEBA,RETOST,CRCOTO,ANANON,THREST,TH4-BO,THREWI,NEANSE,THPAMA,CATHFI,CATHGR,PRGI,TOALTH,PRMA,THNO1,THMYMA,HOIBE,WHARTH,ALILI,YOCABE,TWYEA,THINSY,ALIBO,THINMI,BEANTI,MAOFDO,ESRE,THNEWO,THYEWA,THCEOF,THGRBE,WAISA,MYSIOF,THNEEN,THEMCO,GIFRTH,IHOTH,CODA,NOEX,THGRWO,COFI,COHA,THGRMY,THENCR,EVAF,EVEV,THLAMA,HOWIYO,ACRIN,THWAFO,WHOFLI,THPOBR,WRFRTH,THRUPR,THNICI,THPOHA,DOSWTH,THENWO,THCHEV,THNAMI,THCASH,THNARO,THCAHI,THISYO,ALHA,THCACL,THRODA,THGODE,INTHNA,ITHAON,TIINTH,AGRAAN,SAGA,THPHBO,THROPR,THROMA,ANLI,THGOTR,THGOHU,THROEF,CUCL,THTWCA,LOHO,LAMADE,ONTHNI,THESWR,CAMEBY,ONTHCO,THCOLI,ANABOF,WHDOI,THWIBR,THLICL,THWIBI,ALANTH,THLIBE,YOARTH,THWHON,SESP,HETR,SERE,THWITO,ARST,THWITH,MEATAR,THCOUN,THCOYE,THLIPA,ASAP,FA45,ROANGU,FADE,FALI,FAKI,UNCA,INTOTH,UNLO,THNIMA,SHRI,TRWICH,AFEFO,SIPA,WHISA,SISP,WHILO,SIVSTH,THPRCH,THWETH,EATHFR,MUINMI,THWEFR,THESOF,SIINTH,PAYOOW,COANCO,SEANSE,QUOFSH,RH&LI,GEOUOF,THHEGU,THHEMA,DAFI,DAMO,DAPL,MATOA,DAST,AHOIN,DAWA,THARTH,THHEWI,THSEPR,HOCO,THFAFI,JUPA,BIBEAN,SKINTH,FILA,FIKE,THFAAP,FIST,FIWO,SPBO,SPSE,MEOFDO,HOTOAR,THEXLI,MEOFAN,BIOFTH,ASTNA,DEBA,DEEN,WEGOON,DEGO,AMAON,DEMO,SAMOVO,DEUN,TEOFTE,THANPR,HIDAMA,ANECIN,SIPIOF,ASUFU,THSAVO,THHAWI,PEISEV,THANBO,LOINA,THSAGI,BACH,MASH,THLOCO,MARI,STHE,AFOOF,THCUCL","4"
"THBOOF","6954"
"EX,OU,THHEOF","272"
"WHINTH,STTR,MUADAB,BETHMA,STJATH,HUAN,SUBO,SUCR,BETHPA,HUHU,FOFA,FOFO,THSLAN,SLTOBE,FOSO,AFROF,WEWITO,STONA,DIMA,WEWITH,20,JUONTH,ABEIN,THJUBO,OA,STLIAN,TS,THDAVI,MEBEYO,LOBAIN,DAOFSM,MATRHO,BEMA,THHOUN,THFIME,DAOFBL,HAPOFI,BESU,THFIGU,BEWO,LOOFCH,THFILA,WITHEN,THHOBI,THFIBO,FRRE,BLLIME,THSHTH,THSHRI,FRWI,THSHGI,ADOHO,THUNKI,THFAWI,THUNCA,THSHCA,CAANTH,THFAPA,THHIRE,EMOFST,GEMAME,TH50LA,ONFI,THSHWA,THJOCH,ONLI,ADOWA,SEOFME,MIBL,SEOFPO,DOLEGO,LOFRAN,DOST,MIMI,MINO,SOFRTH,THFEBR,THFOBE,THSUCL,ICAMA,INASU,MEDRRE,HIANSE,DRCA,ESINLO,BLBL,THFOIN,THDIDI,BLNO,THFOLO,THFOME,UNNOSH,AKIOF,ASANIT,NOTOSE,MTR,ROONTH,LIWIBE,THFRLI,THBETH,GIWAYO,SMISBE,AU&ME,REWIA,INEME,THSPZA,NOGOBU,KICA,WHISMY,MORU,TRFOTH,THDEYO,THDEFA,OHTHPL,RAINTH,HEFOMY,IWAHE,IWAMY,IWATO,THOFCA,THSTFO,TERE,THSTDI,THMATR,MRNI,THMACH,THMAGA,DEBYDE,RAAC,ZETOON,RACA,GAGR,FLFOAL,PABLDO,CROFMI,THBLMI,THAU,THAE,THBLCH,THPU,THOR,NOOFA,BATOYO,BURI,YOTHON,THBLSL,THOTWO,THOTWI,EMSE(A,HOFOTH,ITGEWO,COTHLO,APAOF,SHACH,NOWEAR,LACHTO,THFRZO,REHE,RERH,TH13TR,THVAPR,LALALA,ONUPON,IFYOCO,THMIAN,THDOLI,MYWO,MIFOBE,PALI,AGIFR,TWLOPO,INEM,BEOFTH,OTTHCO,THMIHO,THBIPI,THMINE,THZOSU,THMILI,APEUN,WIYOTH,TOTA,STSUST,MUOFNI,I'AST,CIANIT,PEMA,LIHOIN,THBULI,PESK,THTHST,WAINTH,GLSW,IAMOZ,BOSTUP,JEOFNA,THKIIN,THMOME,THMOST,THMODA,THBODI,THBOBI,CASE,MYLIIN,MYLION,CAWA,LOTOSE,ILODI,KIARAN,THKIOR,AFWEFE,GOFO,AFWECO,AGROB,RORA,PRANTH,PIPE,GOUN,WHNOME,I'WITH,FIONTH,THBRLI,APLTO,THBRGA,I'YOMA,THECOF,DIANPU,ROIRWI,THTOMA,SEYEIN,ONDIWH,APOOF,WODYFO,LABR,THTRCO,THPETA,THTRAN,WADO,PAINBL,THPELE,LAMI,PLEAII,LASU,CHCI,ONHUYE,CHME,ISEVHA,RAYOSP,RUBL,NICH,PORE,WISAAN,EVYOBR,THILOF,THILCO,HOANOT,BIBYBI,LEGA,LEST,MAMAWI,STONHA,SEPIOF,PRSU,GONIST,LEITSN,ALIKN,WHI'NO,ALICA,THINRE,MAOFKU,MAOFRE,ISANTH,THINIS,ZEGRST,AWHNE,THPATA,NUTHST,THGRCH,THNEYO,THGRAL,THNETE,THNESI,THNERU,ALIPR,PUGI,COBL,COBE,COHE,THELUN,LIDO,NOME,WIME,THELKO,COWO,WITA,MEEXTH,THLANI,WIYO,THREI,THLARE,THLAGI,THEMNE,SHTOTH,THPOED,ASACO,DEOFGE,WHMAGO,KALOIS,DATHCH,LIMOOF,THNASO,CRBO,EXME,CRMA,EXST,THISWA,EMIN2.,ASCDA,INTHCL,ALOLO,AMGO,ALODI,AMPA,INTHSI,SADI,TIINAM,TAONTH,SAMA,ANBL,THPIPR,THPITU,THRORE,GOCABA,PIATTI,GAANSA,EAPEPE,LOAW,LOBO,WOCO,LODO,FRBATO,LOPO,LORO,SHMYDA,SCMA,THWHBO,THWHAL,THETSL,ONTHTR,ONTHSH,10ANAL,ONTHOT,I'GIYO,THWIDR,THCOKE,THCOPH,THLIHO,THNOME,THCODI,THCOBI,THCOBE,THLIAT,YOARWH,THPUDR,SEHI,SEME,THWHMA,HEST,HEWA,ARKI,LEYOLI,THLIWE,THWITA,ARWA,THWIWO,THLIWH,THLIMO,THLIRE,THCOWR,UNTHBA,NESPTH,FAIT,LEEXDI,REYOBR,OROFTH,ATRI,UNPO,SHMU,SHLA,UNTR,SHSO,SECRVO,WHIKN,84CHCR,THADPH,SINI,SIST,ATHOWI,WHILI,WRDOTH,THCLBO,RIBOOF,THWEMI,CAHUME,DEASFR,MYSTOF,BRTHVI,WHMEDO,THPRTH,BUFOME,CYANHA,SLGI,MATHMA,TOBITO,PROVPE,THHEJO,DIINTH,THSECO,THSECH,THSEBR,LOATFI,RUTHBO,DAJO,IVANTH,DASU,THWRLI,THSEWA,THWRBO,THWRAN,DEANTH,HOMA,SOMU,FILE,THFADI,THFABO,WENETO,CONOMO,MABYMO,THALDE,HOTOIN,THEXOF,SPWA,MYDRKI,THCRCO,HOTOCR,FIWEMA,THHAAD,ANINMY,DEAI,THAMLA,EXONTH,DEJO,DELI,HETHHE,DESU,BOACR,DEWO,SUINAU,THALSO,BEINTH,THANMA,IFTHIS,THHARE,THSASO,THAMST,THHAMA,ENOFTH,MACU,THWOHE,MAGI,MAFA,MAIN,NOMOMR,MAHA,MAHO,STAN,MASO,STJO,MAWI","3"
"MA","6731"
"THTROF","270"
